"","query.number","significant","p.value","term.size","query.size","overlap.size","precision","recall","term.id","domain","subgraph.number","term.name","relative.depth","intersection","IC"
"1","turquoise",TRUE,0.0351,193,373,15,0.04,0.078,"GO:0015849","BP",1,"organic acid transport",1,"SLC16A8,ABCD1,SLC38A7,ABCC3,PPARD,APOE,SLC6A8,PER2,CPT2,SLC13A3,MFSD2A,SLC16A11,SLC25A10,SLC25A29,SLC22A6",5.54568205730963
"2","turquoise",TRUE,0.0351,193,373,15,0.04,0.078,"GO:0046942","BP",1,"carboxylic acid transport",1,"SLC16A8,ABCD1,SLC38A7,ABCC3,PPARD,APOE,SLC6A8,PER2,CPT2,SLC13A3,MFSD2A,SLC16A11,SLC25A10,SLC25A29,SLC22A6",5.55131587502789
"3","red",TRUE,0.0111,25,325,6,0.018,0.24,"GO:0050919","BP",1,"negative chemotaxis",1,"SEMA3G,RHOA,SEMA3C,SEMA5A,SEMA3D,ROBO2",8.60720207140162
"4","green",TRUE,0.0344,22,120,4,0.033,0.182,"KEGG:00514","keg",1,"Other types of O-glycan biosynthesis",1,"POFUT1,B4GALT2,B4GALT3,RFNG",NA
"5","orange",TRUE,0.00244,1194,264,40,0.152,0.034,"GO:0007267","BP",1,"cell-cell signaling",1,"PKP2,RASGRF1,WISP2,RFX3,DLG3,ACHE,PTHLH,SYNGR1,HTR2A,CBLN1,AES,WNT2,MPP2,CUX2,GABRG2,CHRNA2,OPRL1,PIN1,NGF,WNT10A,PCDH8,GABBR2,HCN4,CNTN4,GLRA3,THY1,NEUROD1,GDF9,CACNB2,SDHAF2,KCNK3,AMER3,CHRM4,GPR88,BTBD9,AMER1,RELN,GRM7,SIPA1L1,DOC2B",4.22868157605703
"6","orange",TRUE,0.000132,412,264,23,0.087,0.056,"GO:0099536","BP",1,"synaptic signaling",2,"RASGRF1,DLG3,ACHE,SYNGR1,HTR2A,CBLN1,MPP2,CUX2,GABRG2,CHRNA2,OPRL1,GABBR2,CNTN4,GLRA3,CACNB2,KCNK3,CHRM4,GPR88,BTBD9,RELN,GRM7,SIPA1L1,DOC2B",NA
"7","orange",TRUE,0.000132,412,264,23,0.087,0.056,"GO:0099537","BP",1,"trans-synaptic signaling",3,"RASGRF1,DLG3,ACHE,SYNGR1,HTR2A,CBLN1,MPP2,CUX2,GABRG2,CHRNA2,OPRL1,GABBR2,CNTN4,GLRA3,CACNB2,KCNK3,CHRM4,GPR88,BTBD9,RELN,GRM7,SIPA1L1,DOC2B",NA
"8","orange",TRUE,0.000126,411,264,23,0.087,0.056,"GO:0098916","BP",1,"anterograde trans-synaptic signaling",4,"RASGRF1,DLG3,ACHE,SYNGR1,HTR2A,CBLN1,MPP2,CUX2,GABRG2,CHRNA2,OPRL1,GABBR2,CNTN4,GLRA3,CACNB2,KCNK3,CHRM4,GPR88,BTBD9,RELN,GRM7,SIPA1L1,DOC2B",NA
"9","orange",TRUE,0.000126,411,264,23,0.087,0.056,"GO:0007268","BP",1,"chemical synaptic transmission",5,"RASGRF1,DLG3,ACHE,SYNGR1,HTR2A,CBLN1,MPP2,CUX2,GABRG2,CHRNA2,OPRL1,GABBR2,CNTN4,GLRA3,CACNB2,KCNK3,CHRM4,GPR88,BTBD9,RELN,GRM7,SIPA1L1,DOC2B",4.72522598732577
"10","orange",TRUE,0.021,116,264,10,0.038,0.086,"GO:0022834","MF",2,"ligand-gated channel activity",1,"KCNH2,CNGB1,DLG3,P2RX5,CHRNA2,HCN4,GLRA3,HTR3B,GRIA4,KCNJ6",5.50766664198601
