"","query.number","significant","p.value","term.size","query.size","overlap.size","precision","recall","term.id","domain","subgraph.number","term.name","relative.depth","intersection","IC"
"1","darkgreen",TRUE,0.0117,11197,318,237,0.745,0.021,"GO:0043226","CC",1,"organelle",1,"ALDH3B1,GTF2IRD1,ELOVL5,PSMC4,MAMLD1,CAPN1,RNF10,FAS,VCL,USP2,PARP3,TNC,CAPG,TRIT1,ATP6V1H,VPS13D,VAMP3,PHF21B,CTSA,TAF11,NEO1,PRKCZ,KCNAB2,TFRC,HSD17B10,CRMP1,ACTB,SNRPA,ARAF,B4GALT1,MRPL28,DDX18,RPLP0,CDC23,NANS,SCD,MZF1,POLR2E,POLRMT,PPIL2,TELO2,TM9SF4,AHCY,PIGU,APMAP,ZNF516,NXT2,WDR13,VAC14,COTL1,HMOX2,STX4,AP3B2,INTS9,INTS10,C19ORF53,AURKC,TIMM50,KDELR1,BCAT2,RPL18A,PBX4,MRPL32,PRKAG2,PBLD,DRG2,DUSP3,MYH3,ST3GAL4,UPK2,KCNA1,RFX4,E2F3,GUCA1B,FAF2,SERPINI2,COL7A1,MAPKAPK3,GCA,GGCX,GNLY,UXS1,AAK1,ALMS1,SCAMP3,MEF2D,CD58,MRPS15,ATP6V0B,STX12,IFT43,NPC2,MTHFD1L,CYSTM1,SEC16B,ANXA11,SNRPB,SNRPB2,ID1,CAPNS1,MAP2K2,TSPAN8,IDUA,SIN3B,LDLR,PGLS,INPP5K,CTNNBL1,MPRIP,CCNA1,ATP13A3,MEN1,THUMPD3,RDH5,EMX1,FHOD1,PHF11,DDX56,TXN,BMP2K,CACNA1A,COL6A1,SH3BGRL3,HSPG2,CRABP2,SF3B4,MCL1,MRPL9,SLC27A3,CSRNP1,FAM193B,C7ORF43,CCNB3,EBP,FATE1,CETN2,SLC39A4,SIGMAR1,MRRF,SEC16A,EML3,DOC2A,SLC25A28,PTDSS1,SUPV3L1,HK1,SEC13,ALG8,ZYX,ATAD3B,VMA21,G6PD,GPSM1,MED27,CRTC2,RPL8,SRSF2,RNASEK-C17ORF49,FLVCR1,MRPL55,KRTCAP2,STT3B,RNF123,SUN1,FBP1,SOHLH1,MARS,SERTAD3,RAB4B,YIF1B,KIFC2,MGAT5B,BSCL2,XPO6,SPNS1,GUSB,TRAPPC1,ELOVL6,PPIH,THOP1,GNB2,TMEM217,DHCR7,TRIB1,SLC29A2,TRAF6,SART1,DPP7,TGIF1,ST8SIA3,UBE2N,IMPDH2,GEN1,TMEM11,GAK,CLK3,ZFPM1,SSR4,GALNT9,PTTG1IP,NR2C2AP,KNTC1,CCR10,TXNRD2,PROS1,NOC4L,LILRB4,ENTPD5,EXD3,SHISA6,PLXNB2,AP2A1,SND1,RPF2,AKAP17A,MT-CYB,CENPW,SOX18,AGER,PRRC2A,DDR1,PSENEN,LAT,DDAH2,AP4M1,HLA-DPA1,GPX1,KLHL41,MIF,MRPL20,CTSO,RTEL1,TUBB3,AARSD1,DCP1A,CYFIP1,PSMB3",0.760772938189011
"2","darkgreen",TRUE,0.00425,10424,318,226,0.711,0.022,"GO:0043227","CC",1,"membrane-bounded organelle",2,"ALDH3B1,GTF2IRD1,ELOVL5,PSMC4,MAMLD1,CAPN1,RNF10,FAS,VCL,USP2,TNC,CAPG,TRIT1,ATP6V1H,VPS13D,VAMP3,PHF21B,CTSA,TAF11,NEO1,PRKCZ,KCNAB2,TFRC,HSD17B10,ACTB,SNRPA,ARAF,B4GALT1,MRPL28,DDX18,RPLP0,CDC23,NANS,SCD,MZF1,POLR2E,POLRMT,PPIL2,TELO2,TM9SF4,AHCY,PIGU,APMAP,ZNF516,NXT2,WDR13,VAC14,COTL1,HMOX2,STX4,AP3B2,INTS9,INTS10,C19ORF53,AURKC,TIMM50,KDELR1,BCAT2,PBX4,MRPL32,PRKAG2,PBLD,DRG2,DUSP3,MYH3,ST3GAL4,UPK2,KCNA1,RFX4,E2F3,GUCA1B,FAF2,SERPINI2,COL7A1,MAPKAPK3,GCA,GGCX,GNLY,UXS1,AAK1,SCAMP3,MEF2D,CD58,MRPS15,ATP6V0B,STX12,NPC2,MTHFD1L,CYSTM1,SEC16B,ANXA11,SNRPB,SNRPB2,ID1,CAPNS1,MAP2K2,TSPAN8,IDUA,SIN3B,LDLR,PGLS,INPP5K,CTNNBL1,CCNA1,ATP13A3,MEN1,THUMPD3,RDH5,EMX1,FHOD1,PHF11,DDX56,TXN,BMP2K,CACNA1A,COL6A1,SH3BGRL3,HSPG2,CRABP2,SF3B4,MCL1,MRPL9,SLC27A3,CSRNP1,FAM193B,C7ORF43,CCNB3,EBP,FATE1,CETN2,SLC39A4,SIGMAR1,MRRF,SEC16A,DOC2A,SLC25A28,PTDSS1,SUPV3L1,HK1,SEC13,ALG8,ZYX,ATAD3B,VMA21,G6PD,GPSM1,MED27,CRTC2,SRSF2,RNASEK-C17ORF49,FLVCR1,MRPL55,KRTCAP2,STT3B,RNF123,SUN1,FBP1,SOHLH1,MARS,SERTAD3,RAB4B,YIF1B,MGAT5B,BSCL2,XPO6,SPNS1,GUSB,TRAPPC1,ELOVL6,PPIH,THOP1,GNB2,TMEM217,DHCR7,TRIB1,SLC29A2,TRAF6,SART1,DPP7,TGIF1,ST8SIA3,UBE2N,IMPDH2,GEN1,TMEM11,GAK,CLK3,ZFPM1,SSR4,GALNT9,PTTG1IP,NR2C2AP,KNTC1,CCR10,TXNRD2,PROS1,NOC4L,LILRB4,ENTPD5,EXD3,PLXNB2,AP2A1,SND1,RPF2,AKAP17A,MT-CYB,CENPW,SOX18,AGER,PRRC2A,DDR1,PSENEN,LAT,DDAH2,AP4M1,HLA-DPA1,GPX1,KLHL41,MIF,MRPL20,CTSO,RTEL1,TUBB3,AARSD1,CYFIP1,PSMB3",0.950314742956453
"3","darkgreen",TRUE,0.0441,10321,318,220,0.692,0.021,"GO:0043229","CC",1,"intracellular organelle",2,"ALDH3B1,GTF2IRD1,ELOVL5,PSMC4,MAMLD1,CAPN1,RNF10,FAS,VCL,USP2,PARP3,TNC,CAPG,TRIT1,ATP6V1H,VAMP3,PHF21B,CTSA,TAF11,NEO1,KCNAB2,TFRC,HSD17B10,CRMP1,ACTB,SNRPA,ARAF,B4GALT1,MRPL28,DDX18,RPLP0,CDC23,SCD,MZF1,POLR2E,POLRMT,PPIL2,TELO2,TM9SF4,PIGU,APMAP,ZNF516,NXT2,WDR13,VAC14,COTL1,HMOX2,STX4,AP3B2,INTS9,INTS10,C19ORF53,AURKC,TIMM50,KDELR1,BCAT2,RPL18A,PBX4,MRPL32,PRKAG2,DRG2,DUSP3,MYH3,ST3GAL4,KCNA1,RFX4,E2F3,FAF2,COL7A1,MAPKAPK3,GCA,GGCX,GNLY,AAK1,ALMS1,SCAMP3,MEF2D,CD58,MRPS15,ATP6V0B,STX12,IFT43,NPC2,MTHFD1L,CYSTM1,SEC16B,ANXA11,SNRPB,SNRPB2,ID1,MAP2K2,IDUA,SIN3B,LDLR,INPP5K,CTNNBL1,MPRIP,CCNA1,ATP13A3,MEN1,THUMPD3,RDH5,EMX1,FHOD1,PHF11,DDX56,TXN,BMP2K,CACNA1A,COL6A1,SH3BGRL3,HSPG2,CRABP2,SF3B4,MCL1,MRPL9,SLC27A3,CSRNP1,FAM193B,C7ORF43,CCNB3,EBP,FATE1,CETN2,SLC39A4,SIGMAR1,MRRF,SEC16A,EML3,DOC2A,SLC25A28,PTDSS1,SUPV3L1,HK1,SEC13,ALG8,ZYX,ATAD3B,VMA21,GPSM1,MED27,CRTC2,RPL8,SRSF2,RNASEK-C17ORF49,FLVCR1,MRPL55,KRTCAP2,STT3B,RNF123,SUN1,FBP1,SOHLH1,MARS,SERTAD3,RAB4B,YIF1B,KIFC2,MGAT5B,BSCL2,XPO6,SPNS1,GUSB,TRAPPC1,ELOVL6,PPIH,THOP1,GNB2,TMEM217,DHCR7,TRIB1,SLC29A2,TRAF6,SART1,DPP7,TGIF1,ST8SIA3,UBE2N,IMPDH2,GEN1,TMEM11,GAK,CLK3,ZFPM1,SSR4,GALNT9,PTTG1IP,NR2C2AP,KNTC1,CCR10,TXNRD2,PROS1,NOC4L,ENTPD5,EXD3,AP2A1,SND1,RPF2,AKAP17A,MT-CYB,CENPW,SOX18,AGER,PRRC2A,PSENEN,LAT,DDAH2,AP4M1,HLA-DPA1,GPX1,KLHL41,MIF,MRPL20,CTSO,RTEL1,TUBB3,AARSD1,DCP1A,CYFIP1,PSMB3",0.883484947044495
"4","darkgreen",TRUE,0.0441,8082,318,181,0.569,0.022,"GO:0044422","CC",1,"organelle part",1,"ALDH3B1,GTF2IRD1,ELOVL5,PSMC4,MAMLD1,CAPN1,FAS,VCL,USP2,PARP3,TNC,CAPG,TRIT1,ATP6V1H,VAMP3,CTSA,TAF11,NEO1,KCNAB2,TFRC,HSD17B10,CRMP1,ACTB,SNRPA,B4GALT1,MRPL28,DDX18,RPLP0,CDC23,SCD,POLR2E,POLRMT,PPIL2,TELO2,PIGU,NXT2,WDR13,VAC14,COTL1,HMOX2,STX4,INTS9,INTS10,C19ORF53,AURKC,TIMM50,KDELR1,BCAT2,RPL18A,MRPL32,PRKAG2,DRG2,DUSP3,MYH3,ST3GAL4,E2F3,GUCA1B,FAF2,COL7A1,MAPKAPK3,GCA,GGCX,GNLY,ALMS1,MEF2D,CD58,MRPS15,ATP6V0B,IFT43,NPC2,MTHFD1L,CYSTM1,ANXA11,SNRPB,SNRPB2,ID1,MAP2K2,IDUA,SIN3B,LDLR,INPP5K,CTNNBL1,CCNA1,MEN1,THUMPD3,RDH5,EMX1,FHOD1,PHF11,DDX56,BMP2K,COL6A1,SH3BGRL3,HSPG2,CRABP2,SF3B4,MCL1,MRPL9,FAM193B,C7ORF43,CCNB3,EBP,FATE1,CETN2,SIGMAR1,MRRF,DOC2A,SLC25A28,PTDSS1,SUPV3L1,SEC13,ALG8,ZYX,ATAD3B,GPSM1,MED27,CRTC2,RPL8,SRSF2,RNASEK-C17ORF49,MRPL55,KRTCAP2,STT3B,RNF123,SUN1,MARS,SERTAD3,RAB4B,YIF1B,KIFC2,BSCL2,XPO6,SPNS1,GUSB,TRAPPC1,ELOVL6,PPIH,THOP1,GNB2,TMEM217,DHCR7,SLC29A2,TRAF6,SART1,DPP7,TGIF1,ST8SIA3,UBE2N,IMPDH2,GEN1,TMEM11,CLK3,ZFPM1,SSR4,GALNT9,PTTG1IP,NR2C2AP,KNTC1,TXNRD2,PROS1,NOC4L,AP2A1,RPF2,AKAP17A,MT-CYB,CENPW,SOX18,AGER,PRRC2A,LAT,DDAH2,AP4M1,HLA-DPA1,GPX1,KLHL41,MIF,MRPL20,RTEL1,TUBB3,CYFIP1,PSMB3",1.42400670158964
"5","darkgreen",TRUE,0.0173,7923,318,180,0.566,0.023,"GO:0044446","CC",1,"intracellular organelle part",2,"ALDH3B1,GTF2IRD1,ELOVL5,PSMC4,MAMLD1,CAPN1,FAS,VCL,USP2,PARP3,TNC,CAPG,TRIT1,ATP6V1H,VAMP3,CTSA,TAF11,NEO1,KCNAB2,TFRC,HSD17B10,CRMP1,ACTB,SNRPA,B4GALT1,MRPL28,DDX18,RPLP0,CDC23,SCD,POLR2E,POLRMT,PPIL2,TELO2,PIGU,NXT2,WDR13,VAC14,COTL1,HMOX2,STX4,INTS9,INTS10,C19ORF53,AURKC,TIMM50,KDELR1,BCAT2,RPL18A,MRPL32,PRKAG2,DRG2,DUSP3,MYH3,ST3GAL4,E2F3,FAF2,COL7A1,MAPKAPK3,GCA,GGCX,GNLY,ALMS1,MEF2D,CD58,MRPS15,ATP6V0B,IFT43,NPC2,MTHFD1L,CYSTM1,ANXA11,SNRPB,SNRPB2,ID1,MAP2K2,IDUA,SIN3B,LDLR,INPP5K,CTNNBL1,CCNA1,MEN1,THUMPD3,RDH5,EMX1,FHOD1,PHF11,DDX56,BMP2K,COL6A1,SH3BGRL3,HSPG2,CRABP2,SF3B4,MCL1,MRPL9,FAM193B,C7ORF43,CCNB3,EBP,FATE1,CETN2,SIGMAR1,MRRF,DOC2A,SLC25A28,PTDSS1,SUPV3L1,SEC13,ALG8,ZYX,ATAD3B,GPSM1,MED27,CRTC2,RPL8,SRSF2,RNASEK-C17ORF49,MRPL55,KRTCAP2,STT3B,RNF123,SUN1,MARS,SERTAD3,RAB4B,YIF1B,KIFC2,BSCL2,XPO6,SPNS1,GUSB,TRAPPC1,ELOVL6,PPIH,THOP1,GNB2,TMEM217,DHCR7,SLC29A2,TRAF6,SART1,DPP7,TGIF1,ST8SIA3,UBE2N,IMPDH2,GEN1,TMEM11,CLK3,ZFPM1,SSR4,GALNT9,PTTG1IP,NR2C2AP,KNTC1,TXNRD2,PROS1,NOC4L,AP2A1,RPF2,AKAP17A,MT-CYB,CENPW,SOX18,AGER,PRRC2A,LAT,DDAH2,AP4M1,HLA-DPA1,GPX1,KLHL41,MIF,MRPL20,RTEL1,TUBB3,CYFIP1,PSMB3",1.46724466181727
"6","purple",TRUE,0.0374,3933,210,73,0.348,0.019,"GO:0031981","CC",3,"nuclear lumen",1,"MAP3K14,PSMB1,MED24,MAP2K3,PSMA4,GLI2,TIPIN,DIMT1,C14ORF166,ASAP3,CDC7,CECR2,POLE2,PCIF1,PQBP1,SGCG,NRF1,LMNB1,RARS,GADD45A,CCND2,TAF12,LRIF1,ZRANB3,MPHOSPH10,DDX31,MASP1,NGDN,RNASEH2B,NUPL2,MYC,LRRC32,USO1,MED9,NCOR1,PSMA5,PRCC,RBMX,NTMT1,PPRC1,C4ORF19,CCT8,CYGB,DBF4B,H3F3A,FEV,PSMD6,SLC4A1AP,GNL3,SLBP,LSM6,FABP5,VCP,WRN,DACT1,LMO1,HIST1H1E,IRF2,ZRSR2,NMD3,PFKFB3,ZNF274,ZNF540,NOC3L,ZBTB33,PKP3,NHS,SF3B3,XRCC2,ARID5A,FAM200A,RPP21,RBM15B",2.48419377213271
"7","purple",TRUE,0.04,10321,210,151,0.719,0.015,"GO:0043229","CC",2,"intracellular organelle",1,"MAP3K14,PSMB1,MED24,MAP2K3,PSMA4,LAMA3,AP5M1,GLI2,TIPIN,SPAG5,DIMT1,FTL,C14ORF166,SULT2B1,ASAP3,TGFB2,CDC7,NRP1,GADD45B,CECR2,APOL4,POLE2,GSKIP,PCIF1,PQBP1,SGCG,TMEM87A,CCDC114,TMEM147,NRF1,LMNB1,RARS,RNF19B,GADD45A,WARS2,CCND2,CNTRL,GALNT12,TAF12,CLU,LRIF1,ZRANB3,RAMP3,CHST3,MPHOSPH10,HS3ST3B1,DDX31,MASP1,KIAA0754,CASD1,PLD2,NGDN,GTPBP3,PAK4,MAP1B,ARL8B,GSTM3,SDS,RNASEH2B,NUPL2,MYC,RIPK1,LRRC32,ANXA7,SEC31A,USO1,MTTP,MED9,NCOR1,PTRH2,SYPL2,PSMA5,PRCC,SNAPIN,LYST,DQX1,SLC25A38,RBMX,NTMT1,SLC25A25,PPRC1,FCGR1A,THYN1,BAG3,HAUS1,ZIC1,C4ORF19,CCT8,ZNF19,RALGDS,VPS28,CYGB,DBF4B,H3F3A,FZD5,FEV,PSMD6,TIPARP,SLC4A1AP,GNL3,SLBP,LSM6,STEAP1,FABP5,ABCA1,NFIL3,VCP,WRN,MICU2,DACT1,LMO1,MIDN,VASN,HIST1H1E,IRF2,PKIG,IL12A,KLK7,ZRSR2,NMD3,PFKFB3,ZNF274,ZNF540,RND1,CFL1,NOC3L,KLHL15,ZIC4,ZBTB33,SUMO4,RELL1,TSHZ2,CMC4,PCBP3,ARSI,PKP3,MT1X,NHS,SF3B3,TUBB,XRCC2,ADA,ARID5A,YTHDF2,DOM3Z,FAM200A,RPP21,PEG10,MARS2,FPGT-TNNI3K,RBM15B",0.883484947044495
"8","purple",TRUE,0.0421,8902,210,135,0.643,0.015,"GO:0043231","CC",2,"intracellular membrane-bounded organelle",2,"MAP3K14,PSMB1,MED24,MAP2K3,PSMA4,LAMA3,AP5M1,GLI2,TIPIN,DIMT1,FTL,C14ORF166,SULT2B1,ASAP3,CDC7,GADD45B,CECR2,APOL4,POLE2,GSKIP,PCIF1,PQBP1,SGCG,TMEM87A,TMEM147,NRF1,LMNB1,RARS,RNF19B,GADD45A,WARS2,CCND2,GALNT12,TAF12,CLU,LRIF1,ZRANB3,RAMP3,CHST3,MPHOSPH10,HS3ST3B1,DDX31,MASP1,KIAA0754,CASD1,PLD2,NGDN,GTPBP3,PAK4,ARL8B,GSTM3,SDS,RNASEH2B,NUPL2,MYC,RIPK1,LRRC32,ANXA7,SEC31A,USO1,MTTP,MED9,NCOR1,PTRH2,PSMA5,PRCC,DQX1,SLC25A38,RBMX,NTMT1,SLC25A25,PPRC1,THYN1,BAG3,ZIC1,C4ORF19,CCT8,ZNF19,RALGDS,CYGB,DBF4B,H3F3A,FEV,PSMD6,TIPARP,SLC4A1AP,GNL3,SLBP,LSM6,FABP5,ABCA1,NFIL3,VCP,WRN,MICU2,DACT1,LMO1,MIDN,VASN,HIST1H1E,IRF2,PKIG,IL12A,ZRSR2,NMD3,PFKFB3,ZNF274,ZNF540,RND1,CFL1,NOC3L,KLHL15,ZIC4,ZBTB33,SUMO4,TSHZ2,CMC4,PCBP3,ARSI,PKP3,MT1X,NHS,SF3B3,TUBB,XRCC2,ADA,ARID5A,YTHDF2,DOM3Z,FAM200A,RPP21,PEG10,MARS2,FPGT-TNNI3K,RBM15B",1.06743453164193
"9","purple",TRUE,0.00758,5787,210,100,0.476,0.017,"GO:0005634","CC",2,"nucleus",3,"MAP3K14,PSMB1,MED24,MAP2K3,PSMA4,GLI2,TIPIN,DIMT1,C14ORF166,ASAP3,CDC7,GADD45B,CECR2,POLE2,GSKIP,PCIF1,PQBP1,SGCG,NRF1,LMNB1,RARS,GADD45A,CCND2,TAF12,CLU,LRIF1,ZRANB3,MPHOSPH10,DDX31,MASP1,NGDN,GSTM3,RNASEH2B,NUPL2,MYC,LRRC32,ANXA7,USO1,MED9,NCOR1,PSMA5,PRCC,DQX1,RBMX,NTMT1,PPRC1,THYN1,BAG3,ZIC1,C4ORF19,CCT8,ZNF19,RALGDS,CYGB,DBF4B,H3F3A,FEV,PSMD6,TIPARP,SLC4A1AP,GNL3,SLBP,LSM6,FABP5,NFIL3,VCP,WRN,DACT1,LMO1,MIDN,HIST1H1E,IRF2,PKIG,ZRSR2,NMD3,PFKFB3,ZNF274,ZNF540,CFL1,NOC3L,KLHL15,ZIC4,ZBTB33,SUMO4,TSHZ2,PCBP3,PKP3,MT1X,NHS,SF3B3,TUBB,XRCC2,ARID5A,YTHDF2,DOM3Z,FAM200A,RPP21,PEG10,FPGT-TNNI3K,RBM15B",1.71060122635403
"10","purple",TRUE,0.027,185,87,9,0.103,0.049,"KEGG:05202","keg",1,"Transcriptional misregulation in cancer",1,"GADD45B,GADD45A,CCND2,MYC,NCOR1,PRCC,FCGR1A,H3F3A,FEV",NA
