"","query.number","significant","p.value","term.size","query.size","overlap.size","precision","recall","term.id","domain","subgraph.number","term.name","relative.depth","intersection","IC"
"1","yellow",TRUE,0.0156,9371,528,327,0.619,0.035,"GO:0008152","BP",1,"metabolic process",1,"SPPL2B,MPO,IBTK,ELAC2,LUC7L,CAMK1G,UQCRC1,ZDHHC6,HMGB3,SARS,CLEC16A,GEMIN8,THRAP3,ENTPD2,TARBP1,BCAT1,GPC1,SNCAIP,KDM4A,IDI1,METTL22,GPKOW,DRD4,FGF22,RNF126,PRKACA,SREBF1,XRCC1,TSG101,ANO8,VPS9D1,TULP3,EDN1,STK17B,WBP11,MAPRE3,OVGP1,PEBP1,BLVRB,MUL1,ZNF268,FH,SCFD1,SUPT16H,CIRBP,IGFALS,PRODH,PIK3IP1,RPL3,TAB1,CDKN3,GSTZ1,MTHFD1,VRK1,APEX1,GSS,PYGB,ABHD12,CDK5RAP1,RHOXF1,SUV39H1,SLC35A2,USP11,RBM3,UGGT2,FGF9,ZNF629,LMF1,GABPB1,SF3A2,CLIP3,PPP2R1A,OGDH,FBXO24,EIF4H,GBF1,PBLD,YWHAE,SLC9A3R1,ALDOC,PPARGC1A,DDX25,ATG2A,PRPF19,PTPMT1,MVK,ENDOU,GAPDH,USP5,PRKAB1,TBP,MRPL2,PDE8B,EHHADH,NIT2,FAM162A,PCSK4,WDR75,PPP1R7,FARSB,CTH,MTR,RLF,HMGCL,ERI3,AKR1A1,MARC2,PIGZ,GLE1,SOHLH2,WBP4,ALG5,SCPEP1,CRY2,PMS2,NT5C3A,POLM,RECK,GIPC1,SARDH,INHA,TOX2,FASTKD3,MCEE,UNC5CL,GLO1,CLYBL,NT5C,MGME1,UROD,TRAP1,ATG14,SHFM1,PRKRIP1,ORMDL1,SUMF2,PLD2,EAPP,CYP2E1,UBE2M,ATPIF1,GGT7,ATP6V1E1,COX4I1,HACL1,PPP1R1B,MCCC2,PODNL1,DCAF15,ENOSF1,ITGB4,WBP2,POLR3F,SFTPD,THUMPD3,BHLHE40,GSTM1,GSTM5,CCNH,RBMX2,ELP2,FADS2,SDS,FBXO21,AGT,COX5B,CCDC115,FPGS,GMPR,MDC1,RTF1,SLC44A5,CYP2C8,PPIG,CIR1,NUP54,MAPK8IP3,HMG20A,WDR61,NTRK3,PARN,CDH13,PFKL,PLK4,MTF2,MAEL,UBAP2L,CREB3L4,SNRNP200,DUSP11,THNSL2,RBMS3,ALDH1L1,EAF2,SLIT2,PNLDC1,RPL10,PTGES2,PDSS1,TCF7L2,FADS1,SIDT2,PTS,VIPAS39,PDK1,SPARCL1,OXA1L,SUPV3L1,AIFM1,DDX19B,TSR2,ACTC1,PMF1,CPSF4,DVL3,ZNF385A,PLCD3,SPSB3,GNG3,AGL,NLRP3,ACP6,DHX57,CDS1,ALB,BDH2,ANKRA2,UBLCP1,PHKG1,COX6C,NKX6-3,HGSNAT,STOML2,PCF11,AK8,PSMC3,TAF1D,ALKBH3,APBB1,ZNF23,RHEBL1,EEF2,OTUB1,DDB1,AHCYL1,GSTM4,TMEM129,MRPL1,SIN3A,CCDC8,FASN,GLB1,HARS,TTLL6,CYP4F11,PPIH,QARS,AZU1,FGGY,RPL38,NAA20,ENDOV,PIFO,PIGG,SLC16A11,GLMN,PARL,EIF3F,COX8A,EID2B,MAN1B1,ACOT4,OPLAH,FUCA1,ALOX12B,SGSH,ATG9B,PRKAG1,IDH2,SLC25A10,VPS33B,TSPYL2,PKP3,ADSSL1,FAF1,RAB11B,PSMD13,PCYT2,RASA3,GSAP,POFUT2,PLCD1,ZP3,ACADSB,SULT1A2,SLC22A5,ENTPD6,SPG7,AKAP17A,ZNF335,ZNF251,SZT2,DDX42,OXCT2,GK,TCEAL5,CSNK2B,NFKBIL1,NT5M,LCMT1,ZNF254,HEXA,FIS1,PHB2,SYCE3,PPIL3,HOGA1,EIF6,DECR2,NAT6,AMY2A,UBE2V1,BCKDHA,ZNF432,STRADA,POM121C,NUDT18",1.10347152361181
"2","yellow",TRUE,0.0278,9043,528,316,0.598,0.035,"GO:0071704","BP",1,"organic substance metabolic process",2,"SPPL2B,IBTK,ELAC2,LUC7L,CAMK1G,UQCRC1,ZDHHC6,HMGB3,SARS,GEMIN8,THRAP3,ENTPD2,TARBP1,BCAT1,GPC1,SNCAIP,KDM4A,IDI1,METTL22,GPKOW,DRD4,FGF22,RNF126,PRKACA,SREBF1,XRCC1,TSG101,ANO8,VPS9D1,TULP3,EDN1,STK17B,WBP11,MAPRE3,OVGP1,PEBP1,BLVRB,MUL1,ZNF268,FH,SUPT16H,CIRBP,IGFALS,PRODH,PIK3IP1,RPL3,TAB1,CDKN3,GSTZ1,MTHFD1,VRK1,APEX1,GSS,PYGB,ABHD12,CDK5RAP1,RHOXF1,SUV39H1,SLC35A2,USP11,RBM3,UGGT2,FGF9,ZNF629,LMF1,GABPB1,SF3A2,CLIP3,PPP2R1A,OGDH,FBXO24,EIF4H,PBLD,YWHAE,SLC9A3R1,ALDOC,PPARGC1A,DDX25,PRPF19,PTPMT1,MVK,ENDOU,GAPDH,USP5,PRKAB1,TBP,MRPL2,PDE8B,EHHADH,NIT2,FAM162A,PCSK4,WDR75,PPP1R7,FARSB,CTH,MTR,RLF,HMGCL,ERI3,AKR1A1,MARC2,PIGZ,GLE1,SOHLH2,WBP4,ALG5,SCPEP1,CRY2,PMS2,NT5C3A,POLM,RECK,GIPC1,SARDH,INHA,TOX2,FASTKD3,MCEE,UNC5CL,GLO1,CLYBL,NT5C,MGME1,UROD,TRAP1,ATG14,SHFM1,PRKRIP1,ORMDL1,SUMF2,PLD2,EAPP,CYP2E1,UBE2M,ATPIF1,GGT7,COX4I1,HACL1,PPP1R1B,MCCC2,PODNL1,DCAF15,ENOSF1,WBP2,POLR3F,SFTPD,THUMPD3,BHLHE40,GSTM1,GSTM5,CCNH,RBMX2,ELP2,FADS2,SDS,FBXO21,AGT,COX5B,CCDC115,FPGS,GMPR,MDC1,RTF1,SLC44A5,CYP2C8,PPIG,CIR1,NUP54,MAPK8IP3,HMG20A,WDR61,NTRK3,PARN,CDH13,PFKL,PLK4,MTF2,MAEL,UBAP2L,CREB3L4,SNRNP200,DUSP11,THNSL2,RBMS3,ALDH1L1,EAF2,SLIT2,PNLDC1,RPL10,PTGES2,PDSS1,TCF7L2,FADS1,SIDT2,PTS,VIPAS39,PDK1,SPARCL1,OXA1L,SUPV3L1,AIFM1,DDX19B,TSR2,ACTC1,PMF1,CPSF4,DVL3,ZNF385A,PLCD3,SPSB3,GNG3,AGL,NLRP3,ACP6,DHX57,CDS1,ALB,BDH2,ANKRA2,UBLCP1,PHKG1,NKX6-3,HGSNAT,STOML2,PCF11,AK8,PSMC3,TAF1D,ALKBH3,APBB1,ZNF23,RHEBL1,EEF2,OTUB1,DDB1,AHCYL1,GSTM4,TMEM129,MRPL1,SIN3A,CCDC8,FASN,GLB1,HARS,TTLL6,CYP4F11,PPIH,QARS,AZU1,FGGY,RPL38,NAA20,ENDOV,PIGG,SLC16A11,GLMN,PARL,EIF3F,COX8A,EID2B,MAN1B1,ACOT4,OPLAH,FUCA1,ALOX12B,SGSH,PRKAG1,IDH2,SLC25A10,VPS33B,TSPYL2,PKP3,ADSSL1,FAF1,RAB11B,PSMD13,PCYT2,RASA3,GSAP,POFUT2,PLCD1,ZP3,ACADSB,SULT1A2,SLC22A5,ENTPD6,SPG7,AKAP17A,ZNF335,ZNF251,DDX42,OXCT2,GK,TCEAL5,CSNK2B,NFKBIL1,NT5M,LCMT1,ZNF254,HEXA,FIS1,PHB2,SYCE3,PPIL3,HOGA1,EIF6,DECR2,NAT6,AMY2A,UBE2V1,BCKDHA,ZNF432,STRADA,POM121C,NUDT18",1.26232799050953
"3","yellow",TRUE,6.72e-05,1644,528,88,0.167,0.054,"GO:0044281","BP",1,"small molecule metabolic process",2,"UQCRC1,SARS,ENTPD2,BCAT1,IDI1,SREBF1,VPS9D1,EDN1,FH,PRODH,GSTZ1,MTHFD1,GSS,SLC35A2,OGDH,ALDOC,PPARGC1A,MVK,GAPDH,PDE8B,EHHADH,NIT2,FARSB,CTH,MTR,HMGCL,AKR1A1,MARC2,SCPEP1,NT5C3A,SARDH,MCEE,GLO1,CLYBL,NT5C,CYP2E1,ATPIF1,GGT7,COX4I1,HACL1,MCCC2,FADS2,SDS,COX5B,FPGS,CYP2C8,PFKL,THNSL2,ALDH1L1,PTGES2,PDSS1,FADS1,PTS,PDK1,PLCD3,CDS1,BDH2,STOML2,AK8,AHCYL1,GSTM4,FASN,GLB1,HARS,CYP4F11,QARS,FGGY,COX8A,ACOT4,FUCA1,ALOX12B,PRKAG1,IDH2,SLC25A10,ADSSL1,PLCD1,ACADSB,SULT1A2,ENTPD6,OXCT2,GK,NT5M,HEXA,HOGA1,EIF6,DECR2,BCKDHA,NUDT18",3.03885756764053
"4","yellow",TRUE,0.0316,564,528,36,0.068,0.064,"GO:0044283","BP",1,"small molecule biosynthetic process",3,"BCAT1,IDI1,SREBF1,EDN1,MTHFD1,ALDOC,PPARGC1A,MVK,GAPDH,CTH,MTR,HMGCL,NT5C,CYP2E1,GGT7,FADS2,SDS,FPGS,CYP2C8,PFKL,THNSL2,PTGES2,PDSS1,FADS1,PTS,BDH2,GSTM4,FASN,ALOX12B,PRKAG1,SLC25A10,NT5M,HOGA1,EIF6,DECR2,NUDT18",5.10585774113453
"5","yellow",TRUE,0.00658,1991,528,94,0.178,0.047,"GO:0009056","BP",1,"catabolic process",2,"MPO,CLEC16A,THRAP3,ENTPD2,BCAT1,GPC1,KDM4A,RNF126,PRKACA,SREBF1,TSG101,OVGP1,BLVRB,SCFD1,CIRBP,PRODH,RPL3,GSTZ1,APEX1,PYGB,ABHD12,UGGT2,PPP2R1A,ALDOC,ATG2A,PRPF19,GAPDH,USP5,PRKAB1,EHHADH,CTH,HMGCL,AKR1A1,SCPEP1,NT5C3A,GIPC1,SARDH,FASTKD3,MCEE,NT5C,ATG14,ATPIF1,ATP6V1E1,HACL1,MCCC2,ENOSF1,ITGB4,GSTM1,SDS,FBXO21,CCDC115,CYP2C8,WDR61,PARN,PFKL,THNSL2,ALDH1L1,PNLDC1,RPL10,SIDT2,SUPV3L1,AGL,BDH2,HGSNAT,PSMC3,DDB1,GSTM4,TMEM129,GLB1,CYP4F11,RPL38,GLMN,MAN1B1,ACOT4,FUCA1,SGSH,ATG9B,PRKAG1,PKP3,FAF1,PSMD13,ACADSB,SULT1A2,ENTPD6,OXCT2,NT5M,HEXA,FIS1,HOGA1,EIF6,DECR2,AMY2A,BCKDHA,NUDT18",3.57415318246847
"6","yellow",TRUE,0.0224,1639,528,79,0.15,0.048,"GO:1901575","BP",1,"organic substance catabolic process",3,"THRAP3,ENTPD2,BCAT1,GPC1,RNF126,PRKACA,TSG101,OVGP1,BLVRB,CIRBP,PRODH,RPL3,GSTZ1,APEX1,PYGB,ABHD12,UGGT2,PPP2R1A,ALDOC,PRPF19,GAPDH,USP5,EHHADH,CTH,HMGCL,AKR1A1,SCPEP1,NT5C3A,GIPC1,SARDH,FASTKD3,MCEE,NT5C,ATPIF1,HACL1,MCCC2,ENOSF1,SDS,FBXO21,CCDC115,WDR61,PARN,PFKL,THNSL2,ALDH1L1,PNLDC1,RPL10,SIDT2,SUPV3L1,AGL,BDH2,HGSNAT,PSMC3,DDB1,TMEM129,GLB1,CYP4F11,RPL38,GLMN,MAN1B1,ACOT4,FUCA1,SGSH,PRKAG1,PKP3,FAF1,PSMD13,ACADSB,SULT1A2,ENTPD6,OXCT2,NT5M,HEXA,HOGA1,EIF6,DECR2,AMY2A,BCKDHA,NUDT18",3.8077817577543
"7","yellow",TRUE,8.33e-06,346,528,33,0.062,0.095,"GO:0044282","BP",1,"small molecule catabolic process",3,"ENTPD2,BCAT1,PRODH,GSTZ1,ALDOC,GAPDH,EHHADH,CTH,HMGCL,AKR1A1,NT5C3A,SARDH,MCEE,NT5C,HACL1,MCCC2,SDS,PFKL,THNSL2,ALDH1L1,BDH2,CYP4F11,ACOT4,ACADSB,SULT1A2,ENTPD6,OXCT2,NT5M,HEXA,HOGA1,DECR2,BCKDHA,NUDT18",5.57417401310394
"8","yellow",TRUE,0.00151,8739,528,314,0.595,0.036,"GO:0044237","BP",1,"cellular metabolic process",2,"MPO,IBTK,ELAC2,LUC7L,CAMK1G,UQCRC1,ZDHHC6,HMGB3,SARS,CLEC16A,GEMIN8,THRAP3,ENTPD2,TARBP1,BCAT1,GPC1,SNCAIP,KDM4A,IDI1,METTL22,GPKOW,DRD4,FGF22,RNF126,PRKACA,SREBF1,XRCC1,TSG101,ANO8,VPS9D1,TULP3,EDN1,STK17B,WBP11,MAPRE3,OVGP1,PEBP1,BLVRB,MUL1,ZNF268,FH,SCFD1,SUPT16H,CIRBP,IGFALS,PRODH,PIK3IP1,RPL3,TAB1,CDKN3,GSTZ1,MTHFD1,VRK1,APEX1,GSS,PYGB,ABHD12,CDK5RAP1,RHOXF1,SUV39H1,USP11,RBM3,UGGT2,FGF9,ZNF629,LMF1,GABPB1,SF3A2,CLIP3,PPP2R1A,OGDH,FBXO24,EIF4H,GBF1,PBLD,YWHAE,SLC9A3R1,ALDOC,PPARGC1A,DDX25,ATG2A,PRPF19,PTPMT1,MVK,GAPDH,USP5,PRKAB1,TBP,MRPL2,PDE8B,EHHADH,NIT2,FAM162A,WDR75,PPP1R7,FARSB,CTH,MTR,RLF,HMGCL,ERI3,AKR1A1,MARC2,PIGZ,GLE1,SOHLH2,WBP4,ALG5,SCPEP1,CRY2,PMS2,NT5C3A,POLM,RECK,GIPC1,SARDH,INHA,TOX2,FASTKD3,MCEE,UNC5CL,GLO1,CLYBL,NT5C,MGME1,UROD,TRAP1,ATG14,SHFM1,PRKRIP1,ORMDL1,SUMF2,PLD2,EAPP,CYP2E1,UBE2M,ATPIF1,GGT7,ATP6V1E1,COX4I1,HACL1,PPP1R1B,MCCC2,PODNL1,DCAF15,ENOSF1,ITGB4,WBP2,POLR3F,SFTPD,THUMPD3,BHLHE40,GSTM1,GSTM5,CCNH,RBMX2,ELP2,FADS2,SDS,FBXO21,AGT,COX5B,CCDC115,FPGS,GMPR,MDC1,RTF1,SLC44A5,CYP2C8,PPIG,CIR1,MAPK8IP3,HMG20A,WDR61,NTRK3,PARN,CDH13,PFKL,PLK4,MTF2,MAEL,CREB3L4,SNRNP200,DUSP11,THNSL2,ALDH1L1,EAF2,SLIT2,PNLDC1,RPL10,PTGES2,PDSS1,TCF7L2,FADS1,SIDT2,PTS,VIPAS39,PDK1,SPARCL1,OXA1L,SUPV3L1,AIFM1,DDX19B,TSR2,PMF1,CPSF4,DVL3,ZNF385A,PLCD3,SPSB3,GNG3,AGL,NLRP3,ACP6,DHX57,CDS1,ALB,BDH2,ANKRA2,UBLCP1,PHKG1,COX6C,NKX6-3,STOML2,PCF11,AK8,PSMC3,TAF1D,ALKBH3,APBB1,ZNF23,RHEBL1,EEF2,OTUB1,DDB1,AHCYL1,GSTM4,TMEM129,MRPL1,SIN3A,CCDC8,FASN,GLB1,HARS,TTLL6,CYP4F11,PPIH,QARS,AZU1,FGGY,RPL38,NAA20,ENDOV,PIFO,PIGG,GLMN,PARL,EIF3F,COX8A,EID2B,MAN1B1,ACOT4,OPLAH,FUCA1,ALOX12B,SGSH,ATG9B,PRKAG1,IDH2,SLC25A10,VPS33B,TSPYL2,PKP3,ADSSL1,FAF1,RAB11B,PSMD13,PCYT2,RASA3,GSAP,POFUT2,PLCD1,ZP3,ACADSB,SULT1A2,SLC22A5,ENTPD6,AKAP17A,ZNF335,ZNF251,SZT2,DDX42,OXCT2,GK,TCEAL5,CSNK2B,NFKBIL1,NT5M,LCMT1,ZNF254,HEXA,FIS1,PHB2,SYCE3,PPIL3,HOGA1,EIF6,DECR2,NAT6,UBE2V1,BCKDHA,ZNF432,STRADA,NUDT18",1.33189125738454
"9","yellow",TRUE,0.000569,1830,528,92,0.174,0.05,"GO:0044248","BP",1,"cellular catabolic process",3,"MPO,CLEC16A,THRAP3,ENTPD2,BCAT1,GPC1,KDM4A,RNF126,PRKACA,SREBF1,TSG101,OVGP1,BLVRB,SCFD1,CIRBP,PRODH,RPL3,GSTZ1,APEX1,PYGB,ABHD12,UGGT2,PPP2R1A,ALDOC,ATG2A,PRPF19,GAPDH,USP5,PRKAB1,EHHADH,CTH,HMGCL,AKR1A1,SCPEP1,NT5C3A,GIPC1,SARDH,FASTKD3,MCEE,NT5C,ATG14,ATPIF1,ATP6V1E1,HACL1,MCCC2,ENOSF1,ITGB4,GSTM1,SDS,FBXO21,CCDC115,CYP2C8,WDR61,PARN,PFKL,THNSL2,ALDH1L1,PNLDC1,RPL10,SIDT2,SUPV3L1,AGL,BDH2,PSMC3,DDB1,GSTM4,TMEM129,GLB1,CYP4F11,RPL38,GLMN,MAN1B1,ACOT4,FUCA1,SGSH,ATG9B,PRKAG1,PKP3,FAF1,PSMD13,ACADSB,SULT1A2,ENTPD6,OXCT2,NT5M,HEXA,FIS1,HOGA1,EIF6,DECR2,BCKDHA,NUDT18",3.75111753715397
"10","yellow",TRUE,0.00382,449,528,33,0.062,0.073,"GO:0051186","BP",1,"cofactor metabolic process",3,"MPO,BLVRB,GSTZ1,MTHFD1,GSS,OGDH,ALDOC,MVK,GAPDH,MTR,MCEE,CLYBL,UROD,ATPIF1,MCCC2,GSTM1,GSTM5,FPGS,PFKL,ALDH1L1,PDSS1,PTS,PDK1,BDH2,AHCYL1,GSTM4,FASN,CYP4F11,ACOT4,OPLAH,PRKAG1,IDH2,EIF6",5.40445562846331
