"","query.number","significant","p.value","term.size","query.size","overlap.size","precision","recall","term.id","domain","subgraph.number","term.name","relative.depth","intersection","IC"
"1","royalblue",TRUE,0.0173,28,478,7,0.015,0.25,"GO:0050690","BP",4,"regulation of defense response to virus by virus",1,"CD4,AP1M1,AP1B1,AP1S1,ARF1,ELMO1,AP2A1",8.45878206628335
"2","royalblue",TRUE,0.00594,12522,478,380,0.795,0.03,"GO:0005488","MF",1,"binding",1,"MAD1L1,M6PR,FAM214B,CACNA1G,ALDH3B1,CAMK1G,STARD3NL,CD4,MRC2,WIZ,ZC3H3,RNF10,B4GALT7,ATP6V0A1,SLC4A7,TNC,SCML1,MRTO4,RPL18,METTL22,PSME4,MAPK6,RNF126,WDR1,RDH11,HSD17B10,CRMP1,AP1M1,FERMT2,CA12,ENO1,RAP1GAP,DNAJC10,PAK3,UBE2A,JMJD4,SEMA5B,PPP1R15A,TRIP6,DDX18,PPP1R13B,TESC,LTBP4,RAB11FIP3,LAMB1,SLC7A8,SUPT16H,TGFB2,TREM2,TMED1,TBC1D10A,GGT1,CYP2D6,DNAL4,AP1B1,TOM1,TRIM9,TELO2,C20ORF27,SPEF1,TM9SF4,DNTTIP1,MAP1LC3A,SYNDIG1,NXT2,CCDC22,PIM2,EMD,FGD1,OLFM4,NUTF2,ACD,SLC38A7,VAC14,COTL1,BCKDK,STK3,KLHDC4,KCNN4,NUCB1,CLPTM1,CCDC130,SGTA,TIMM50,PLD3,TBCB,ICAM5,MEIS3,KDELR1,CLEC11A,PLA2G4C,DDX49,KXD1,ADAP1,CRHR2,NUDT1,AP1S1,MRPL32,RHEB,MYL7,NCS1,EDF1,PBLD,CAMTA2,LPXN,CCND1,CCKBR,CEP164,UPK2,SLC22A18,CD81,CHKA,PTPN5,MGP,USP5,FAM184A,PPARD,E2F3,PTP4A1,HMGCS1,DAP,APBB3,BNIP1,EHHADH,AAK1,ALMS1,MRPL37,ERRFI1,CAPZA1,RGS2,CTBS,APH1A,UCHL3,FKBP15,CTNNAL1,FBXW2,NEK6,IFT43,SIL1,EGR1,DUSP4,ATP7B,SPDEF,SOX4,LRRFIP1,LRRC29,NT5C,SLC2A4RG,FOSB,RBCK1,ITPA,CITED1,CAPNS1,ASL,CFP,FGFRL1,PKMYT1,RABL5,CHAC1,SYT5,ELOF1,APOE,TOMM40,DDA1,LSP1,ADRM1,EMC8,LRRC41,PER2,VSTM2L,MPRIP,WDR74,RRAS2,MSI1,NAT10,EGR4,MDM2,FHOD1,SERPINE2,COG3,SPRY2,DBNL,LIMD2,IMP4,TXN,ODF2,DNAJB5,TUBB2B,PAK6,CENPO,DUSP5,ENTPD1,PPCDC,LARP1B,BMP2K,TAPBPL,POC1B,SDSL,VPS37B,CYP11A1,RANBP10,RNF165,STAC2,FKBP10,KIF2C,PFDN2,CRABP2,ADAM15,EFNA3,ACTA1,ARF1,PSEN2,FAM193B,PLA2G7,C7ORF50,CCNB3,EBP,RPL10,STAR,CRH,LRSAM1,PDSS1,GSTO1,TUT1,B3GAT3,KIRREL3,DUSP15,FAU,DOC2A,C11ORF57,EXT2,GFRA1,ZSCAN1,DNAAF1,LONRF1,KDM8,ELMO1,MED19,SST,GHRL,EIF5B,NBL1,C21ORF59,CCDC24,CELF3,MED8,ATP6V0D1,TMEM234,G6PD,AIRE,C21ORF2,FAM207A,NEK8,S100A1,FLAD1,CHRNB2,U2AF1L4,ACOX1,FLYWCH2,BEND5,PEF1,DIRAS3,HAAO,PDLIM5,RNF25,RAD54L2,RELL2,SUN1,PCF11,SNAPC4,PMPCA,NSMF,POLL,WBP1L,FAM96B,TSC22D4,RAB4B,AXL,LENG8,E4F1,KCTD5,PNOC,MAPK1IP1L,GLYCTK,HR,RNF181,XPO6,NSMCE1,SPNS1,WNT10B,TRAPPC1,SPATA24,PA2G4,TSNARE1,C9ORF16,RBKS,SHCBP1,PPIH,SYT12,TRIB1,SSSCA1,FKBP2,CCDC106,PLK3,PIFO,GNG5,RIN1,YIF1A,CNIH2,KCTD13,DES,SPSB4,ZNF408,DOLK,SART1,ARL4D,CHMP6,ACOT4,MLF1,TMEM11,EXOSC4,HYI,IGSF22,FAM156B,ZFPM1,TMEM86B,GREM2,TRAPPC5,GPR3,RBM10,CCBE1,MRPL54,TBL3,ACTG1,SEPT9,LRRC26,NOC4L,ROR1,KIF24,ENTPD5,TET3,TMEM120B,RRP7A,ZNF140,S100A2,FLNA,AP2A1,LAGE3,SLC22A4,SLC22A5,STMN3,COL13A1,ZNF433,NMB,S100A10,NRAP,SLC22A6,GPATCH3,APRT,NAGA,NEU1,TMEM231,GPR56,LAT,DDAH2,EML6,PAM16,LTB,ALKBH6,KLHL41,CDRT4,ARPC4,PRAF2,TTC4,CDK3,TEN1,PCDHGA9,LIN37,IKBKG,NOL12",0.446947654588742
"3","royalblue",TRUE,0.00311,11003,478,344,0.72,0.031,"GO:0005515","MF",1,"protein binding",2,"MAD1L1,M6PR,FAM214B,CACNA1G,ALDH3B1,CAMK1G,STARD3NL,CD4,MRC2,WIZ,RNF10,B4GALT7,ATP6V0A1,SLC4A7,TNC,MRTO4,METTL22,PSME4,MAPK6,RNF126,WDR1,RDH11,HSD17B10,CRMP1,AP1M1,FERMT2,ENO1,RAP1GAP,DNAJC10,PAK3,UBE2A,JMJD4,SEMA5B,PPP1R15A,TRIP6,DDX18,PPP1R13B,TESC,LTBP4,RAB11FIP3,LAMB1,SLC7A8,SUPT16H,TGFB2,TREM2,TMED1,TBC1D10A,GGT1,DNAL4,AP1B1,TOM1,TRIM9,TELO2,C20ORF27,SPEF1,TM9SF4,DNTTIP1,MAP1LC3A,SYNDIG1,NXT2,CCDC22,PIM2,EMD,FGD1,OLFM4,NUTF2,ACD,SLC38A7,VAC14,COTL1,BCKDK,STK3,KLHDC4,KCNN4,NUCB1,CLPTM1,CCDC130,SGTA,TIMM50,PLD3,TBCB,ICAM5,CLEC11A,KXD1,ADAP1,CRHR2,NUDT1,AP1S1,RHEB,MYL7,NCS1,EDF1,PBLD,CAMTA2,LPXN,CCND1,CCKBR,CEP164,UPK2,SLC22A18,CD81,PTPN5,MGP,USP5,FAM184A,PPARD,E2F3,PTP4A1,HMGCS1,DAP,APBB3,BNIP1,EHHADH,AAK1,ALMS1,ERRFI1,CAPZA1,RGS2,APH1A,UCHL3,FKBP15,CTNNAL1,FBXW2,NEK6,IFT43,SIL1,EGR1,DUSP4,ATP7B,SOX4,LRRFIP1,LRRC29,FOSB,RBCK1,ITPA,CITED1,CAPNS1,ASL,CFP,PKMYT1,RABL5,CHAC1,SYT5,ELOF1,APOE,TOMM40,DDA1,LSP1,ADRM1,EMC8,LRRC41,PER2,VSTM2L,MPRIP,WDR74,RRAS2,NAT10,MDM2,FHOD1,SERPINE2,COG3,SPRY2,DBNL,LIMD2,IMP4,TXN,ODF2,DNAJB5,TUBB2B,PAK6,CENPO,DUSP5,ENTPD1,PPCDC,LARP1B,TAPBPL,POC1B,SDSL,VPS37B,CYP11A1,RANBP10,RNF165,STAC2,KIF2C,PFDN2,CRABP2,ADAM15,EFNA3,ACTA1,ARF1,PSEN2,FAM193B,C7ORF50,CCNB3,EBP,RPL10,STAR,CRH,LRSAM1,PDSS1,GSTO1,TUT1,B3GAT3,KIRREL3,DUSP15,FAU,DOC2A,C11ORF57,EXT2,GFRA1,ZSCAN1,LONRF1,ELMO1,MED19,SST,GHRL,EIF5B,NBL1,C21ORF59,CCDC24,MED8,ATP6V0D1,TMEM234,G6PD,AIRE,C21ORF2,FAM207A,NEK8,S100A1,FLAD1,CHRNB2,ACOX1,BEND5,PEF1,DIRAS3,HAAO,PDLIM5,RNF25,RAD54L2,RELL2,SUN1,PCF11,SNAPC4,NSMF,WBP1L,FAM96B,TSC22D4,RAB4B,AXL,LENG8,E4F1,KCTD5,PNOC,MAPK1IP1L,GLYCTK,RNF181,XPO6,NSMCE1,SPNS1,WNT10B,TRAPPC1,SPATA24,PA2G4,TSNARE1,C9ORF16,RBKS,SHCBP1,PPIH,SYT12,TRIB1,SSSCA1,FKBP2,CCDC106,PLK3,PIFO,GNG5,RIN1,YIF1A,CNIH2,KCTD13,DES,SPSB4,ZNF408,DOLK,SART1,ARL4D,CHMP6,ACOT4,MLF1,TMEM11,EXOSC4,HYI,IGSF22,FAM156B,ZFPM1,TMEM86B,TRAPPC5,GPR3,RBM10,CCBE1,TBL3,ACTG1,SEPT9,LRRC26,NOC4L,ROR1,KIF24,ENTPD5,TET3,TMEM120B,RRP7A,S100A2,FLNA,AP2A1,LAGE3,SLC22A4,SLC22A5,STMN3,COL13A1,ZNF433,NMB,S100A10,NRAP,SLC22A6,GPATCH3,NAGA,NEU1,TMEM231,LAT,DDAH2,EML6,PAM16,LTB,ALKBH6,KLHL41,CDRT4,ARPC4,PRAF2,TTC4,CDK3,TEN1,LIN37,IKBKG,NOL12",1.0162372433747
"4","royalblue",TRUE,0.0372,25,190,5,0.026,0.2,"KEGG:00534","keg",2,"Glycosaminoglycan biosynthesis - heparan sulfate / heparin",1,"B4GALT7,HS3ST2,B3GAT3,EXT2,B3GALT6",NA
"5","royalblue",TRUE,0.0036,28,293,7,0.024,0.25,"REAC:R-HSA-164952","rea",3,"The role of Nef in HIV-1 replication and disease pathogenesis",1,"CD4,AP1M1,AP1B1,AP1S1,ARF1,ELMO1,AP2A1",NA
"6","royalblue",TRUE,0.00707,21,293,6,0.02,0.286,"REAC:R-HSA-164938","rea",3,"Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters",2,"CD4,AP1M1,AP1B1,AP1S1,ARF1,AP2A1",NA
"7","white",TRUE,0.0145,8902,219,142,0.648,0.016,"GO:0043231","CC",2,"intracellular membrane-bounded organelle",1,"MAP3K14,PSMB1,MED24,MAP2K3,PSMA4,LAMA3,AP5M1,GLI2,TIPIN,DIMT1,C14ORF166,SULT2B1,ASAP3,ARCN1,CDC7,GADD45B,CECR2,APOL4,POLE2,GSKIP,PCIF1,PQBP1,SGCG,TMEM87A,FAM32A,TMEM147,NRF1,GAR1,LMNB1,RARS,RNF7,PROC,RNF19B,GADD45A,WARS2,CCND2,GALNT12,ABCD4,TAF12,CLU,LRIF1,ZRANB3,RAMP3,CHST3,MPHOSPH10,HS3ST3B1,DDX31,MASP1,KIAA0754,CASD1,PLD2,NGDN,GTPBP3,PAK4,BTG1,ARL8B,KATNBL1,GSTM3,SDS,SNX14,RNASEH2B,NUPL2,MYC,RIPK1,LRRC32,SULF1,ANXA7,SSB,SEC31A,USO1,MTTP,ZSCAN32,MED9,PTRH2,PSMA5,PRCC,SETDB1,DQX1,MALL,SUMF1,SLC25A38,NTMT1,SLC25A25,BAG3,ZIC1,C4ORF19,CCT8,ZNF19,RALGDS,CYGB,DBF4B,H3F3A,FEV,PSMD6,TIPARP,GNL3,SLBP,LSM6,FABP5,ABCA1,NFIL3,WRN,DACT1,CASP7,LMO1,MIDN,VASN,HIST1H1E,IRF2,PKIG,IL12A,ZRSR2,NMD3,PFKFB3,ZNF274,RND1,CFL1,NOC3L,KLHL15,ZIC4,ZBTB33,TSHZ2,CMC4,PCBP3,ARSI,MT1X,NHS,SF3B3,XRCC2,ZKSCAN5,ADA,ARID5A,YTHDF2,DOM3Z,FAM200A,RPP21,PEG10,MARS2,ECSCR,GALNT4,FPGT-TNNI3K,RBM15B",1.06743453164193
"8","white",TRUE,0.042,5787,219,101,0.461,0.017,"GO:0005634","CC",2,"nucleus",2,"MAP3K14,PSMB1,MED24,MAP2K3,PSMA4,GLI2,TIPIN,DIMT1,C14ORF166,ASAP3,CDC7,GADD45B,CECR2,POLE2,GSKIP,PCIF1,PQBP1,SGCG,FAM32A,NRF1,GAR1,LMNB1,RARS,RNF7,GADD45A,CCND2,TAF12,CLU,LRIF1,ZRANB3,MPHOSPH10,DDX31,MASP1,NGDN,BTG1,KATNBL1,GSTM3,RNASEH2B,NUPL2,MYC,LRRC32,ANXA7,SSB,USO1,ZSCAN32,MED9,PSMA5,PRCC,SETDB1,DQX1,NTMT1,BAG3,ZIC1,C4ORF19,CCT8,ZNF19,RALGDS,CYGB,DBF4B,H3F3A,FEV,PSMD6,TIPARP,GNL3,SLBP,LSM6,FABP5,NFIL3,WRN,DACT1,CASP7,LMO1,MIDN,HIST1H1E,IRF2,PKIG,ZRSR2,NMD3,PFKFB3,ZNF274,CFL1,NOC3L,KLHL15,ZIC4,ZBTB33,TSHZ2,PCBP3,MT1X,NHS,SF3B3,XRCC2,ZKSCAN5,ARID5A,YTHDF2,DOM3Z,FAM200A,RPP21,PEG10,ECSCR,FPGT-TNNI3K,RBM15B",1.71060122635403
"9","white",TRUE,0.00236,172,127,11,0.087,0.064,"REAC:R-HSA-5357801","rea",1,"Programmed Cell Death",1,"PSMB1,PSMA4,LMNB1,RIPK1,PSMA5,GAS2,PSMD6,CASP7,HIST1H1E,MLKL,SFN",NA
"10","white",TRUE,0.0123,169,127,10,0.079,0.059,"REAC:R-HSA-109581","rea",1,"Apoptosis",2,"PSMB1,PSMA4,LMNB1,RIPK1,PSMA5,GAS2,PSMD6,CASP7,HIST1H1E,SFN",NA
