"","query.number","significant","p.value","term.size","query.size","overlap.size","precision","recall","term.id","domain","subgraph.number","term.name","relative.depth","intersection","IC"
"1","skyblue",TRUE,0.0076,797,547,49,0.09,0.061,"GO:0070647","BP",8,"protein modification by small protein conjugation or removal",1,"KDM1A,PSMB1,PSMC4,UFD1L,PSMD5,MARCH2,RBX1,PSMA3,PSMA7,ACTR5,PSMA2,UBE2S,PSMD9,PSMD14,PARK7,CDC20,UCHL3,COPS5,RPL23,PSMA1,NEDD8,PCNA,PSMB7,DET1,COPS3,PSMB6,NOSIP,PSMA5,RPS27A,TBC1D7,INO80C,RRAGA,PINK1,PSMC2,UBXN1,PSMC3,SENP8,LEO1,RNF181,UBE2E3,RNF139,RPS7,COMMD1,PSMD1,MAGEF1,PSMD12,RNF5,PSMB10,PSMB3",4.32998055109387
"2","skyblue",TRUE,3.01e-06,270,547,30,0.055,0.111,"GO:0070646","BP",8,"protein modification by small protein removal",2,"PSMB1,PSMC4,UFD1L,PSMD5,PSMA3,PSMA7,ACTR5,PSMA2,PSMD9,PSMD14,PARK7,CDC20,UCHL3,COPS5,PSMA1,NEDD8,PSMB7,COPS3,PSMB6,PSMA5,RPS27A,INO80C,PSMC2,UBXN1,PSMC3,SENP8,PSMD1,PSMD12,PSMB10,PSMB3",6.43245034991746
"3","skyblue",TRUE,3.03e-06,254,547,29,0.053,0.114,"GO:0016579","BP",8,"protein deubiquitination",3,"PSMB1,PSMC4,UFD1L,PSMD5,PSMA3,PSMA7,ACTR5,PSMA2,PSMD9,PSMD14,PARK7,CDC20,UCHL3,COPS5,PSMA1,NEDD8,PSMB7,PSMB6,PSMA5,RPS27A,INO80C,PSMC2,UBXN1,PSMC3,SENP8,PSMD1,PSMD12,PSMB10,PSMB3",6.54287416753184
"4","skyblue",TRUE,0.007,363,547,29,0.053,0.08,"GO:0043687","BP",36,"post-translational protein modification",1,"PSMB1,PSMC4,PSMD5,RBX1,PSMA3,PSMA7,PSMA2,PSMD9,PSMD14,UCHL3,COPS5,PSMA1,NEDD8,PSMB7,COPS3,PSMB6,PSMA5,SUMF1,PSMC2,PSMC3,SENP8,FN3K,RAB8A,COMMD1,PSMD1,ASB13,PSMD12,PSMB10,PSMB3",5.94834211449019
"5","skyblue",TRUE,2.56e-09,9371,547,368,0.673,0.039,"GO:0008152","BP",2,"metabolic process",1,"DPM1,KDM1A,NDUFAB1,COX10,PSMB1,RPS20,REV3L,PSMC4,DNASE1L1,AQR,NLRP2,ZDHHC6,DERA,GABARAPL2,RPL26L1,HAGH,ZNRD1,FUNDC1,UFD1L,HSD17B10,TSG101,ACAT1,EXOSC7,REXO2,MCCC1,DDX1,PPIE,GSTP1,AAMDC,EDEM2,TRMT6,DHX32,BLVRB,FH,TINF2,PHGDH,UPRT,DHPS,PSMD5,NANS,MARCH2,NDUFB7,DDT,GGT1,NHP2L1,HSCB,EIF3D,RBX1,PHF5A,PSMA3,ERH,APEX1,GMPR2,PSMA7,CHMP4B,ACTR5,PIGU,GLA,MPG,CRYM,QPRT,PIH1D1,POP4,ETFB,DNASE2,NUDT1,LSM5,RPA3,PSMA2,MRPL32,BLVRA,CA9,PHYH,UBE2S,C1QBP,NDUFC1,RPL34,PTPMT1,PSMD9,LTA4H,ALDH2,MRPL51,HCFC2,RWDD1,MCM3,ACOT13,DNPH1,THG1L,THBS4,NIT2,FAM162A,ROPN1B,RRP9,PSMD14,PDCL3,PAPPA2,RPL22,PARK7,LAMTOR2,EBNA1BP2,CDC20,PRDX1,RPS25,UCHL3,NDUFB3,ALG5,COPS5,MTIF3,FAM35A,TSFM,SNRPC,RPS10,NDUFA1,ALKBH7,RPL23,SNRPD2,OVOL2,MRPS26,ROMO1,UROD,PRDX5,DNAJC8,TRMT5,SRD5A3,OSGEPL1,ORMDL1,PSMA1,RPAIN,MPDU1,NEDD8,PGLS,ATP6V1E1,COX4I1,RPL27,NDUFA2,PCNA,DYDC2,MRPS36,LAMTOR5,CCNH,TMEM258,SNX14,BLOC1S1,TEC,PIGC,MRPS9,NUPL2,MRPL47,TXN,PSMB7,GRHPR,MRPL15,GGH,NDUFAF1,HADHB,COX17,PPA2,NDUFA9,SNRPF,ESD,METTL21C,ETFA,DET1,NDUFB10,COPS3,WRAP53,PSMB6,NOSIP,ZNF593,PSMA5,MGST3,MRPL24,LYPLAL1,RPS27A,ETAA1,SNRPG,TPRKB,SUMF1,TAMM41,RPL32,RNF175,NDUFS6,RPL37,BTF3,TBC1D7,FARS2,NSDHL,MSRB2,PDSS1,GSTO1,IMMP1L,EIF3M,INTS4,CWC15,PTS,NGLY1,MBIP,NDUFC2,CDC123,INO80C,ATP5J,GTF3C6,KDM8,RRAGA,UQCRB,UTP14A,AIFM1,NSMCE2,MALSU1,TIMP4,SLC35B2,MRPL17,DUSP23,CDA,PINK1,KCNE2,ATP5G1,SNF8,CBR3,NDUFV3,U2AF1,FDPS,PSMC2,COX7A1,UBXN1,MAGOH,HFM1,RPRD2,THOC7,APEH,NDUFS4,UQCRQ,COX6C,NDUFB6,ZNF22,AKR1E2,ISCA2,PSMC3,SENP8,RPL27A,LEO1,MRPL16,SNRPD1,TRUB2,ATP5L,FN3K,RAB8A,SRR,ATP5H,PDHB,ING2,NDUFS5,TMEM208,LCMT2,RNF181,ATP5I,NSMCE1,HINT1,NFU1,FAM103A1,BOLA2B,DCXR,SF3B5,UBE2E3,FABP6,GABARAP,ACYP2,TRIAP1,LSM3,RNF139,EXOSC1,RPS21,RPS7,ADRA1D,POP7,MRPL52,RPL38,KAT5,TRMT112,MRP63,COMMD1,ARV1,PTPRM,UQCRH,PSMD1,SNAPC5,MRPL11,MRPS22,DRAP1,AURKAIP1,TALDO1,MAGEF1,RPS27,NDUFV2,COX5A,TUFM,DPM3,CYC1,FUCA1,MAGED1,SEPHS2,PRKRA,OAZ2,TCEAL8,MRPL14,METTL23,SNRPE,RPL35A,BOLA2,MRPL54,NDUFB1,NOG,NUDT14,COA3,UQCR10,ALDH1A3,NDUFA12,NDUFA6,F8,ADSSL1,FAF1,MRPL40,DRG1,NDUFA13,FANCM,UROS,NDUFA4,PPIA,ASB13,XRCC6,PIK3R4,TOMM7,PSMD12,GSTK1,RPL37A,HES5,RPS4X,HSD17B11,RPL23A,UBL5,MT-CYB,MSRB1,APRT,COX20,NEU4,RNF5,MRPL53,PSENEN,PSMB10,SARNP,TMSB4X,NDUFS3,RPS29,FIS1,ZSWIM7,ACBD6,NME1,RPL36A,ATP5O,MRPL20,NFS1,HMBS,ZNF350,PDF,FPGT-TNNI3K,MRPS21,NDUFA7,PSMB3",1.10347152361181
"6","skyblue",TRUE,4.17e-08,8550,547,339,0.62,0.04,"GO:0044238","BP",2,"primary metabolic process",2,"DPM1,KDM1A,NDUFAB1,COX10,PSMB1,RPS20,REV3L,PSMC4,DNASE1L1,AQR,NLRP2,ZDHHC6,DERA,GABARAPL2,RPL26L1,ZNRD1,UFD1L,HSD17B10,TSG101,ACAT1,EXOSC7,REXO2,MCCC1,DDX1,PPIE,GSTP1,AAMDC,EDEM2,TRMT6,DHX32,FH,TINF2,PHGDH,UPRT,DHPS,PSMD5,NANS,MARCH2,NDUFB7,DDT,GGT1,NHP2L1,EIF3D,RBX1,PHF5A,PSMA3,ERH,APEX1,GMPR2,PSMA7,CHMP4B,ACTR5,PIGU,GLA,MPG,CRYM,QPRT,PIH1D1,POP4,ETFB,DNASE2,NUDT1,LSM5,RPA3,PSMA2,MRPL32,CA9,PHYH,UBE2S,C1QBP,NDUFC1,RPL34,PTPMT1,PSMD9,LTA4H,ALDH2,MRPL51,HCFC2,RWDD1,MCM3,ACOT13,DNPH1,THG1L,THBS4,NIT2,FAM162A,ROPN1B,RRP9,PSMD14,PDCL3,PAPPA2,RPL22,PARK7,LAMTOR2,EBNA1BP2,CDC20,RPS25,UCHL3,NDUFB3,ALG5,COPS5,MTIF3,FAM35A,TSFM,SNRPC,RPS10,NDUFA1,ALKBH7,RPL23,SNRPD2,MRPS26,PRDX5,DNAJC8,TRMT5,SRD5A3,OSGEPL1,ORMDL1,PSMA1,RPAIN,MPDU1,NEDD8,PGLS,COX4I1,RPL27,NDUFA2,PCNA,DYDC2,MRPS36,LAMTOR5,CCNH,TMEM258,BLOC1S1,TEC,PIGC,MRPS9,MRPL47,TXN,PSMB7,MRPL15,NDUFAF1,HADHB,PPA2,NDUFA9,SNRPF,METTL21C,ETFA,DET1,NDUFB10,COPS3,WRAP53,PSMB6,NOSIP,ZNF593,PSMA5,MGST3,MRPL24,LYPLAL1,RPS27A,ETAA1,SNRPG,TPRKB,SUMF1,TAMM41,RPL32,RNF175,NDUFS6,RPL37,BTF3,TBC1D7,FARS2,NSDHL,MSRB2,PDSS1,GSTO1,IMMP1L,EIF3M,INTS4,CWC15,PTS,NGLY1,MBIP,NDUFC2,CDC123,INO80C,ATP5J,GTF3C6,KDM8,RRAGA,UQCRB,UTP14A,AIFM1,NSMCE2,MALSU1,TIMP4,SLC35B2,MRPL17,CDA,PINK1,KCNE2,ATP5G1,SNF8,NDUFV3,U2AF1,FDPS,PSMC2,UBXN1,MAGOH,HFM1,RPRD2,THOC7,APEH,NDUFS4,UQCRQ,NDUFB6,ZNF22,ISCA2,PSMC3,SENP8,RPL27A,LEO1,MRPL16,SNRPD1,TRUB2,ATP5L,FN3K,RAB8A,SRR,ATP5H,PDHB,ING2,NDUFS5,TMEM208,LCMT2,RNF181,ATP5I,NSMCE1,HINT1,FAM103A1,BOLA2B,DCXR,SF3B5,UBE2E3,FABP6,TRIAP1,LSM3,RNF139,EXOSC1,RPS21,RPS7,ADRA1D,POP7,MRPL52,RPL38,KAT5,TRMT112,MRP63,COMMD1,ARV1,PTPRM,UQCRH,PSMD1,SNAPC5,MRPL11,MRPS22,DRAP1,AURKAIP1,TALDO1,MAGEF1,RPS27,NDUFV2,COX5A,TUFM,DPM3,CYC1,FUCA1,MAGED1,SEPHS2,PRKRA,OAZ2,TCEAL8,MRPL14,METTL23,SNRPE,RPL35A,BOLA2,MRPL54,NDUFB1,NOG,NUDT14,COA3,UQCR10,ALDH1A3,NDUFA12,NDUFA6,F8,ADSSL1,FAF1,MRPL40,DRG1,NDUFA13,FANCM,NDUFA4,PPIA,ASB13,XRCC6,PIK3R4,PSMD12,RPL37A,HES5,RPS4X,HSD17B11,RPL23A,UBL5,MT-CYB,MSRB1,APRT,NEU4,RNF5,MRPL53,PSENEN,PSMB10,SARNP,TMSB4X,NDUFS3,RPS29,FIS1,ZSWIM7,ACBD6,NME1,RPL36A,ATP5O,MRPL20,NFS1,ZNF350,PDF,FPGT-TNNI3K,MRPS21,NDUFA7,PSMB3",1.36698257719581
"7","skyblue",TRUE,2.19e-07,9043,547,351,0.642,0.039,"GO:0071704","BP",2,"organic substance metabolic process",2,"DPM1,KDM1A,NDUFAB1,COX10,PSMB1,RPS20,REV3L,PSMC4,DNASE1L1,AQR,NLRP2,ZDHHC6,DERA,GABARAPL2,RPL26L1,HAGH,ZNRD1,UFD1L,HSD17B10,TSG101,ACAT1,EXOSC7,REXO2,MCCC1,DDX1,PPIE,GSTP1,AAMDC,EDEM2,TRMT6,DHX32,BLVRB,FH,TINF2,PHGDH,UPRT,DHPS,PSMD5,NANS,MARCH2,NDUFB7,DDT,GGT1,NHP2L1,EIF3D,RBX1,PHF5A,PSMA3,ERH,APEX1,GMPR2,PSMA7,CHMP4B,ACTR5,PIGU,GLA,MPG,CRYM,QPRT,PIH1D1,POP4,ETFB,DNASE2,NUDT1,LSM5,RPA3,PSMA2,MRPL32,BLVRA,CA9,PHYH,UBE2S,C1QBP,NDUFC1,RPL34,PTPMT1,PSMD9,LTA4H,ALDH2,MRPL51,HCFC2,RWDD1,MCM3,ACOT13,DNPH1,THG1L,THBS4,NIT2,FAM162A,ROPN1B,RRP9,PSMD14,PDCL3,PAPPA2,RPL22,PARK7,LAMTOR2,EBNA1BP2,CDC20,RPS25,UCHL3,NDUFB3,ALG5,COPS5,MTIF3,FAM35A,TSFM,SNRPC,RPS10,NDUFA1,ALKBH7,RPL23,SNRPD2,OVOL2,MRPS26,UROD,PRDX5,DNAJC8,TRMT5,SRD5A3,OSGEPL1,ORMDL1,PSMA1,RPAIN,MPDU1,NEDD8,PGLS,COX4I1,RPL27,NDUFA2,PCNA,DYDC2,MRPS36,LAMTOR5,CCNH,TMEM258,BLOC1S1,TEC,PIGC,MRPS9,NUPL2,MRPL47,TXN,PSMB7,GRHPR,MRPL15,GGH,NDUFAF1,HADHB,PPA2,NDUFA9,SNRPF,ESD,METTL21C,ETFA,DET1,NDUFB10,COPS3,WRAP53,PSMB6,NOSIP,ZNF593,PSMA5,MGST3,MRPL24,LYPLAL1,RPS27A,ETAA1,SNRPG,TPRKB,SUMF1,TAMM41,RPL32,RNF175,NDUFS6,RPL37,BTF3,TBC1D7,FARS2,NSDHL,MSRB2,PDSS1,GSTO1,IMMP1L,EIF3M,INTS4,CWC15,PTS,NGLY1,MBIP,NDUFC2,CDC123,INO80C,ATP5J,GTF3C6,KDM8,RRAGA,UQCRB,UTP14A,AIFM1,NSMCE2,MALSU1,TIMP4,SLC35B2,MRPL17,CDA,PINK1,KCNE2,ATP5G1,SNF8,NDUFV3,U2AF1,FDPS,PSMC2,UBXN1,MAGOH,HFM1,RPRD2,THOC7,APEH,NDUFS4,UQCRQ,NDUFB6,ZNF22,ISCA2,PSMC3,SENP8,RPL27A,LEO1,MRPL16,SNRPD1,TRUB2,ATP5L,FN3K,RAB8A,SRR,ATP5H,PDHB,ING2,NDUFS5,TMEM208,LCMT2,RNF181,ATP5I,NSMCE1,HINT1,FAM103A1,BOLA2B,DCXR,SF3B5,UBE2E3,FABP6,TRIAP1,LSM3,RNF139,EXOSC1,RPS21,RPS7,ADRA1D,POP7,MRPL52,RPL38,KAT5,TRMT112,MRP63,COMMD1,ARV1,PTPRM,UQCRH,PSMD1,SNAPC5,MRPL11,MRPS22,DRAP1,AURKAIP1,TALDO1,MAGEF1,RPS27,NDUFV2,COX5A,TUFM,DPM3,CYC1,FUCA1,MAGED1,SEPHS2,PRKRA,OAZ2,TCEAL8,MRPL14,METTL23,SNRPE,RPL35A,BOLA2,MRPL54,NDUFB1,NOG,NUDT14,COA3,UQCR10,ALDH1A3,NDUFA12,NDUFA6,F8,ADSSL1,FAF1,MRPL40,DRG1,NDUFA13,FANCM,UROS,NDUFA4,PPIA,ASB13,XRCC6,PIK3R4,PSMD12,GSTK1,RPL37A,HES5,RPS4X,HSD17B11,RPL23A,UBL5,MT-CYB,MSRB1,APRT,NEU4,RNF5,MRPL53,PSENEN,PSMB10,SARNP,TMSB4X,NDUFS3,RPS29,FIS1,ZSWIM7,ACBD6,NME1,RPL36A,ATP5O,MRPL20,NFS1,HMBS,ZNF350,PDF,FPGT-TNNI3K,MRPS21,NDUFA7,PSMB3",1.26232799050953
"8","skyblue",TRUE,9.55e-06,4834,547,210,0.384,0.043,"GO:1901360","BP",2,"organic cyclic compound metabolic process",3,"KDM1A,NDUFAB1,COX10,RPS20,REV3L,PSMC4,DNASE1L1,AQR,NLRP2,DERA,ZNRD1,UFD1L,HSD17B10,ACAT1,EXOSC7,REXO2,MCCC1,DDX1,PPIE,AAMDC,TRMT6,DHX32,BLVRB,TINF2,UPRT,NANS,NDUFB7,NHP2L1,RBX1,PHF5A,ERH,APEX1,GMPR2,ACTR5,MPG,CRYM,QPRT,PIH1D1,POP4,DNASE2,NUDT1,LSM5,RPA3,BLVRA,CA9,C1QBP,NDUFC1,RPL34,PSMD9,HCFC2,MCM3,ACOT13,DNPH1,THG1L,RRP9,PSMD14,PDCL3,RPL22,PARK7,EBNA1BP2,RPS25,NDUFB3,COPS5,FAM35A,TSFM,SNRPC,RPS10,NDUFA1,RPL23,SNRPD2,UROD,PRDX5,DNAJC8,TRMT5,SRD5A3,OSGEPL1,RPAIN,PGLS,COX4I1,RPL27,NDUFA2,PCNA,DYDC2,CCNH,MRPS9,GGH,NDUFAF1,PPA2,NDUFA9,SNRPF,NDUFB10,COPS3,WRAP53,ZNF593,RPS27A,ETAA1,SNRPG,TPRKB,RPL32,NDUFS6,RPL37,BTF3,FARS2,NSDHL,INTS4,CWC15,PTS,MBIP,NDUFC2,ATP5J,GTF3C6,KDM8,UQCRB,UTP14A,NSMCE2,SLC35B2,CDA,PINK1,ATP5G1,SNF8,NDUFV3,U2AF1,FDPS,PSMC2,MAGOH,HFM1,RPRD2,THOC7,NDUFS4,UQCRQ,NDUFB6,ZNF22,PSMC3,RPL27A,LEO1,SNRPD1,ATP5L,ATP5H,PDHB,ING2,NDUFS5,LCMT2,ATP5I,NSMCE1,HINT1,FAM103A1,SF3B5,TRIAP1,LSM3,EXOSC1,RPS21,RPS7,ADRA1D,POP7,RPL38,KAT5,TRMT112,COMMD1,ARV1,UQCRH,SNAPC5,DRAP1,AURKAIP1,TALDO1,MAGEF1,RPS27,NDUFV2,COX5A,CYC1,MAGED1,PRKRA,TCEAL8,METTL23,SNRPE,RPL35A,NDUFB1,NOG,UQCR10,NDUFA12,NDUFA6,ADSSL1,FAF1,DRG1,NDUFA13,FANCM,UROS,NDUFA4,PPIA,XRCC6,RPL37A,HES5,RPS4X,HSD17B11,RPL23A,UBL5,MT-CYB,APRT,SARNP,TMSB4X,NDUFS3,RPS29,ZSWIM7,ACBD6,NME1,RPL36A,ATP5O,NFS1,HMBS,ZNF350,NDUFA7",2.09634866986716
"9","skyblue",TRUE,1.39e-11,996,547,79,0.144,0.079,"GO:1901135","BP",2,"carbohydrate derivative metabolic process",3,"DPM1,NDUFAB1,COX10,DERA,ACAT1,EDEM2,UPRT,NANS,NDUFB7,ERH,GMPR2,PIGU,GLA,NUDT1,NDUFC1,ACOT13,PDCL3,PARK7,NDUFB3,ALG5,NDUFA1,SRD5A3,MPDU1,PGLS,COX4I1,NDUFA2,TMEM258,PIGC,NDUFAF1,NDUFA9,NDUFB10,SUMF1,NDUFS6,NGLY1,MBIP,NDUFC2,ATP5J,UQCRB,SLC35B2,CDA,PINK1,ATP5G1,NDUFV3,NDUFS4,UQCRQ,NDUFB6,ATP5L,FN3K,ATP5H,PDHB,NDUFS5,LCMT2,ATP5I,HINT1,DCXR,RNF139,UQCRH,TALDO1,NDUFV2,COX5A,DPM3,CYC1,FUCA1,NDUFB1,NUDT14,UQCR10,NDUFA12,NDUFA6,ADSSL1,NDUFA4,MT-CYB,NEU4,RNF5,TMSB4X,NDUFS3,ACBD6,ATP5O,NFS1,NDUFA7",3.98458497180981
"10","skyblue",TRUE,1.82e-08,1644,547,101,0.185,0.061,"GO:0044281","BP",2,"small molecule metabolic process",2,"DPM1,NDUFAB1,COX10,DERA,HAGH,HSD17B10,ACAT1,REXO2,MCCC1,GSTP1,FH,PHGDH,UPRT,NANS,NDUFB7,GGT1,ERH,GMPR2,CRYM,QPRT,ETFB,NUDT1,PHYH,NDUFC1,LTA4H,ALDH2,ACOT13,DNPH1,NIT2,PDCL3,PARK7,NDUFB3,NDUFA1,ALKBH7,SRD5A3,PGLS,COX4I1,NDUFA2,GRHPR,GGH,NDUFAF1,HADHB,PPA2,NDUFA9,ETFA,NDUFB10,MGST3,NDUFS6,FARS2,NSDHL,PDSS1,GSTO1,PTS,MBIP,NDUFC2,ATP5J,UQCRB,SLC35B2,CDA,PINK1,ATP5G1,NDUFV3,FDPS,NDUFS4,UQCRQ,NDUFB6,ISCA2,ATP5L,FN3K,SRR,ATP5H,PDHB,NDUFS5,ATP5I,HINT1,DCXR,ARV1,UQCRH,TALDO1,NDUFV2,COX5A,CYC1,FUCA1,SEPHS2,OAZ2,NDUFB1,UQCR10,ALDH1A3,NDUFA12,NDUFA6,ADSSL1,UROS,NDUFA4,MT-CYB,TMSB4X,NDUFS3,ACBD6,NME1,ATP5O,NFS1,NDUFA7",3.03885756764053
