"","query.number","significant","p.value","term.size","query.size","overlap.size","precision","recall","term.id","domain","subgraph.number","term.name","relative.depth","intersection","IC"
"1","brown",TRUE,0.0205,1252,246,37,0.15,0.03,"GO:0010941","BP",4,"regulation of cell death",1,"CD38,TNFRSF12A,CD44,MAP2K3,HSPA5,HERPUD1,PDCD2,XBP1,CTSZ,CCL2,PTPMT1,STAT1,GADD45A,F3,IL1B,KDR,THBS1,FGF2,AMIGO2,MINK1,TP53,VAV1,ITGB3BP,MPV17L,VAV2,PDPN,ARHGEF3,SCG2,MYD88,TNFRSF10C,SFN,SPHK1,ANO6,HSPA1B,TXNDC5,HYPK,LYN",3.99208155456036
"2","brown",TRUE,0.0221,1156,246,35,0.142,0.03,"GO:0043067","BP",4,"regulation of programmed cell death",1,"CD38,TNFRSF12A,CD44,MAP2K3,HSPA5,HERPUD1,PDCD2,XBP1,CCL2,PTPMT1,STAT1,GADD45A,F3,IL1B,KDR,THBS1,AMIGO2,MINK1,TP53,VAV1,ITGB3BP,MPV17L,VAV2,PDPN,ARHGEF3,SCG2,MYD88,TNFRSF10C,SFN,SPHK1,ANO6,HSPA1B,TXNDC5,HYPK,LYN",4.07503277829802
"3","brown",TRUE,0.0433,1143,246,34,0.138,0.03,"GO:0042981","BP",4,"regulation of apoptotic process",2,"CD38,TNFRSF12A,CD44,MAP2K3,HSPA5,HERPUD1,PDCD2,XBP1,CCL2,PTPMT1,STAT1,GADD45A,F3,IL1B,KDR,THBS1,MINK1,TP53,VAV1,ITGB3BP,MPV17L,VAV2,PDPN,ARHGEF3,SCG2,MYD88,TNFRSF10C,SFN,SPHK1,ANO6,HSPA1B,TXNDC5,HYPK,LYN",4.09546383020608
"4","brown",TRUE,0.00436,315,246,17,0.069,0.054,"GO:0001819","BP",11,"positive regulation of cytokine production",1,"PTGS2,IL12RB1,DDT,XBP1,STAT1,IL1B,RSAD2,IL33,SULF1,DDX60,THBS1,C1QTNF4,RASGRP1,MYD88,CSF1R,HSPA1B,HLA-DPA1",5.14271695050355
"5","brown",TRUE,0.0268,157,246,11,0.045,0.07,"GO:0045766","BP",8,"positive regulation of angiogenesis",1,"PTGS2,XBP1,F3,IL1B,KDR,CHI3L1,THBS1,FGF2,HK2,SMAD1,SPHK1",7.04695440315829
"6","brown",TRUE,0.000534,7282,246,140,0.569,0.019,"GO:0050896","BP",1,"response to stimulus",1,"CD38,TAC1,TNFRSF12A,PSMC4,CD44,MAP2K3,TNC,HSPA5,HERPUD1,GNAI3,PVR,FERMT2,PTGS2,ICAM3,GCKR,LAT2,SH3BP2,RPLP0,GMIP,DNAJB11,ANGPT2,PTGS1,IL12RB1,SH3GLB1,DDT,XBP1,NCF4,NFATC2,CTSZ,LAMA1,RASAL3,SEC61B,CCL2,CTSC,PTPMT1,STAT1,GNLY,PLEK,NCF2,GADD45A,F3,NEK6,MAPK8IP1,NPY,PLAU,ITPR2,CDKN1A,IL1B,SDCBP2,MASP1,KDR,SDF2L1,DNAJB1,H3F3B,XAF1,CHI3L1,TSPAN2,RSAD2,LMO2,FAM129A,IL33,IL18BP,SULF1,DDX60,THBS1,SPPL2A,FGF2,MINK1,PIK3R5,TP53,SECTM1,VAV1,ITGB3BP,RGL1,WNT9A,CRHBP,DOK3,MSN,FRMPD3,GSTO1,PIK3AP1,CLIC2,GNA14,CCT8,MPV17L,MMP14,HK2,ZFYVE28,VAV2,CLPB,PDPN,PSMD6,PRICKLE2,TIPARP,CXCL5,ARHGEF3,SHISA5,FABP5,NFIL3,GPR176,TAC3,CDT1,EEF2,SCARA3,GNG4,BDKRB2,INPP5D,SLC33A1,PTPN9,SMAD1,FPR1,P2RY6,SCG2,C1QTNF4,RASGRP1,MYD88,TNFRSF10C,C1QTNF1,TBC1D10C,SFN,SPHK1,EPS8L2,ANO6,CIITA,CSF1R,LPAR5,RBM11,MT1X,PLSCR1,MYO5A,NMB,TEAD4,MPZL1,HLA-DRA,HSPA1B,GPSM3,HLA-DPA1,TXNDC5,LYN,FRRS1L",1.35563016342414
"7","brown",TRUE,0.00108,6045,246,121,0.492,0.02,"GO:0051716","BP",1,"cellular response to stimulus",2,"CD38,TAC1,TNFRSF12A,PSMC4,CD44,MAP2K3,HSPA5,HERPUD1,GNAI3,FERMT2,PTGS2,ICAM3,LAT2,SH3BP2,RPLP0,GMIP,DNAJB11,ANGPT2,PTGS1,IL12RB1,SH3GLB1,DDT,XBP1,NCF4,NFATC2,LAMA1,RASAL3,SEC61B,CCL2,PTPMT1,STAT1,GNLY,PLEK,NCF2,GADD45A,F3,NEK6,MAPK8IP1,NPY,PLAU,ITPR2,CDKN1A,IL1B,SDCBP2,KDR,SDF2L1,DNAJB1,XAF1,CHI3L1,TSPAN2,RSAD2,LMO2,FAM129A,IL33,IL18BP,SULF1,DDX60,THBS1,SPPL2A,FGF2,MINK1,PIK3R5,TP53,SECTM1,VAV1,ITGB3BP,RGL1,WNT9A,CRHBP,MSN,GSTO1,PIK3AP1,CLIC2,GNA14,MPV17L,MMP14,HK2,ZFYVE28,VAV2,CLPB,PDPN,PRICKLE2,TIPARP,CXCL5,ARHGEF3,SHISA5,GPR176,TAC3,GNG4,BDKRB2,INPP5D,SLC33A1,PTPN9,SMAD1,FPR1,P2RY6,SCG2,C1QTNF4,RASGRP1,MYD88,TNFRSF10C,SFN,SPHK1,EPS8L2,ANO6,CIITA,CSF1R,LPAR5,RBM11,MT1X,PLSCR1,MYO5A,NMB,TEAD4,MPZL1,HLA-DRA,HSPA1B,HLA-DPA1,TXNDC5,LYN,FRRS1L",1.76098182853728
"8","brown",TRUE,0.000838,3060,246,74,0.301,0.024,"GO:0006950","BP",1,"response to stress",2,"TAC1,TNFRSF12A,PSMC4,CD44,MAP2K3,TNC,HSPA5,HERPUD1,PVR,PTGS2,ICAM3,DNAJB11,IL12RB1,SH3GLB1,DDT,XBP1,NFATC2,SEC61B,CCL2,STAT1,GNLY,PLEK,NCF2,GADD45A,F3,NEK6,MAPK8IP1,PLAU,ITPR2,CDKN1A,IL1B,MASP1,SDF2L1,DNAJB1,H3F3B,XAF1,CHI3L1,RSAD2,FAM129A,IL33,DDX60,THBS1,FGF2,MINK1,PIK3R5,TP53,VAV1,CRHBP,PIK3AP1,GNA14,HK2,VAV2,CLPB,PDPN,CXCL5,SCARA3,BDKRB2,FPR1,SCG2,RASGRP1,MYD88,TNFRSF10C,C1QTNF1,SFN,ANO6,CIITA,CSF1R,RBM11,PLSCR1,HLA-DRA,HSPA1B,HLA-DPA1,TXNDC5,LYN",2.58356079259842
"9","brown",TRUE,0.0336,1280,246,37,0.15,0.029,"GO:0006952","BP",1,"defense response",3,"TAC1,CD44,PVR,PTGS2,ICAM3,IL12RB1,DDT,CCL2,STAT1,GNLY,NCF2,F3,IL1B,MASP1,XAF1,CHI3L1,RSAD2,IL33,DDX60,THBS1,CRHBP,PIK3AP1,CXCL5,BDKRB2,FPR1,SCG2,RASGRP1,MYD88,TNFRSF10C,ANO6,CIITA,CSF1R,PLSCR1,HLA-DRA,HSPA1B,HLA-DPA1,LYN",3.48633813025068
"10","brown",TRUE,0.0395,534,246,21,0.085,0.039,"GO:0006954","BP",1,"inflammatory response",4,"TAC1,PTGS2,DDT,CCL2,F3,IL1B,CHI3L1,IL33,THBS1,CRHBP,PIK3AP1,CXCL5,BDKRB2,FPR1,SCG2,MYD88,TNFRSF10C,ANO6,CSF1R,PLSCR1,LYN",5.15277992850217
