"","query.number","significant","p.value","term.size","query.size","overlap.size","precision","recall","term.id","domain","subgraph.number","term.name","relative.depth","intersection","IC"
"1","pink",TRUE,0.00588,9648,621,392,0.631,0.041,"GO:0005737","CC",3,"cytoplasm",1,"DPM1,MAD1L1,M6PR,POLDIP2,RHBDD2,CRLF1,CACNG3,CACNA1G,ALDH3B1,CCDC124,DNAH9,STARD3NL,MAMLD1,AGPAT4,B4GALT7,ATP6V0A1,RTN4R,PARP3,CAPG,TRIT1,FOXP3,FAM160A2,PTPRN,F7,FLYWCH1,SNRNP40,ELMO2,VMP1,RPL18,SPA17,SEC61A2,OTUD5,REEP1,PSME4,MAPK6,RNF126,OSBPL3,WDR1,RDH11,PRKACA,CRMP1,MRVI1,MOV10L1,FERMT2,ENO1,NUP37,RAP1GAP,PAK3,ACTN2,UBE2A,OSBPL6,PGM1,SCTR,ACOX3,TRIP6,PPP1R13B,CHGB,BRAP,LAMB1,RNF31,NANS,MRPS18A,TMED1,PSMD8,STX1B,SEC14L2,RAB36,CYB5R3,AP1B1,ERH,SLC8A3,TELO2,EMC9,GSS,DOK5,DNAJC5,TM9SF4,RPRD1B,MAP1LC3A,SYNDIG1,APMAP,CCDC22,EMD,OLFM4,LYRM1,NUTF2,CYB5B,COTL1,PIEZO1,BCKDK,LAPTM4B,SGTA,TIMM50,TBCB,CLIP3,NAPA,ATP1A3,KDELR1,PLA2G4C,PPP2R1A,COPE,DDX49,KXD1,NUDT1,AP1S1,NRF1,MRPL32,RHEB,MYL7,NCS1,EDF1,ACTA2,RAB5C,RAB34,LPXN,CHKA,MVK,PRMT8,CHD4,PTP4A1,HMGCS1,APBB3,HMGCR,BNIP1,SLC30A3,CHST10,BCL9,MRPL37,PRDM2,APH1A,DENND1A,ALG5,EXOSC8,HPCA,SV2C,HS3ST2,ZMIZ2,CHPF,SOX4,NT5C,MSTO1,NRSN2,LAMP5,ITPA,CITED1,ST3GAL3,CFP,FGFRL1,FBXL12,EPS15L1,PKMYT1,STRIP2,CHAC1,AANAT,SYT5,APOE,TOMM40,OLFM1,CHMP2A,RHPN2,PODNL1,RRP8,TOE1,VSTM2L,POMP,PEMT,MPRIP,RRAS2,C14ORF1,THUMPD3,ACP2,FADS2,TTLL4,SERPINE2,COG3,SPRY2,GAD2,TXN,TOR1A,ST6GALNAC4,CDK5RAP2,DPM2,PAK6,CENPO,PPCDC,MAPK8IP3,SNRPF,SDSL,MMAB,CYP11A1,CELF6,SEC11A,CDH13,RANBP10,RNF165,FKBP10,CACNA1A,SH3BGRL3,KIF2C,ALDH9A1,MPC2,TMCO1,PFDN2,MRPL9,OAZ3,ACTA1,PSEN2,ST6GAL2,MARCH4,CRHBP,CXCL14,PCYOX1L,ANO7,CHST7,EBP,NSDHL,CETN2,RPL10,ATP6V1B2,LRSAM1,PDSS1,TUT1,DUSP15,DOC2A,TIMM8B,EXT2,CCDC3,ADAM17,GABRA2,CMIP,DNAAF1,TCEB1,VOPP1,ZFYVE27,TRIM74,ELMO1,PTDSS1,GHRL,SYN2,CPT2,DRC1,PEX10,C21ORF59,ACTC1,CELF3,ALDH4A1,ATP6V0D1,NPR2,ATAD3B,NDUFV3,G6PD,AGPAT3,S100A1,FLAD1,RPL8,ACOX1,CCDC78,SLC25A45,AKR7A3,SDC3,PEF1,HAAO,MRPL55,DHX57,RNF25,PMPCA,AK8,NSMF,PSMC3,TRMT61A,FAM96B,TSC22D4,SLC27A4,DUS2L,RAB4B,ECI1,KCTD5,SLC3A2,GLYCTK,ING2,TMEM223,NDUFS5,HSPB3,CCDC8,SPNS1,ADRA1B,SPATA24,TSNARE1,CAMTA1,SCG2,ALG14,CSDC2,C2CD2L,CES2,LCLAT1,CCDC106,PHOSPHO1,PIFO,SLC16A11,GOLT1A,RIN1,YIF1A,CNIH2,SPSB4,PARL,DOLK,PCSK1,AURKAIP1,B3GALT6,CHMP6,ACOT4,POLR2L,UBE2N,MLF1,PDE4DIP,EXOSC4,IGSF22,FARSA,ALOXE3,TMEM86B,MYLPF,SSR4,TRAPPC5,RPH3AL,PENK,GPR135,COA4,IDH2,WBP2NL,RUVBL2,PSMG1,MRPL54,UPP1,EIF3C,TXNRD2,SEPT9,NDUFA6,DRG1,ATP6V0C,AGBL4,SAPCD2,TOR3A,KIF24,NANOS3,RILPL1,WNT7B,MAPK12,S100A13,MAOA,S100A14,ALG1L,SEMA4A,NUDT11,INCA1,FLNA,AP2A1,LAGE3,SLC6A17,SLC22A4,ADARB1,ENTPD6,ELOVL2,SPRED2,DDX39B,IPO9,MSRB1,GPATCH3,OXCT2,HMGN2,APRT,FANK1,GDI1,AGPAT1,NEU1,TTC25,PSENEN,LAT,DDAH2,TM6SF2,MSMP,PAM16,OST4,HLA-DOB,ARPC4,PLEKHO2,EIF6,MRPL20,DECR2,PDCD6,BRK1,CUX1,IKBKG",1.14744902579554
"2","pink",TRUE,0.000836,8577,621,360,0.58,0.042,"GO:0044444","CC",3,"cytoplasmic part",2,"DPM1,MAD1L1,M6PR,POLDIP2,RHBDD2,CRLF1,CACNG3,ALDH3B1,CCDC124,DNAH9,STARD3NL,MAMLD1,AGPAT4,B4GALT7,ATP6V0A1,RTN4R,CAPG,TRIT1,FAM160A2,PTPRN,F7,FLYWCH1,SNRNP40,ELMO2,VMP1,RPL18,SEC61A2,OTUD5,REEP1,PSME4,MAPK6,RNF126,OSBPL3,WDR1,RDH11,PRKACA,CRMP1,MRVI1,MOV10L1,FERMT2,ENO1,NUP37,RAP1GAP,PAK3,ACTN2,UBE2A,OSBPL6,PGM1,SCTR,ACOX3,TRIP6,PPP1R13B,CHGB,BRAP,LAMB1,RNF31,NANS,MRPS18A,TMED1,PSMD8,STX1B,SEC14L2,RAB36,CYB5R3,AP1B1,ERH,SLC8A3,TELO2,EMC9,GSS,DOK5,DNAJC5,TM9SF4,RPRD1B,MAP1LC3A,SYNDIG1,APMAP,CCDC22,EMD,OLFM4,LYRM1,NUTF2,CYB5B,COTL1,PIEZO1,BCKDK,LAPTM4B,SGTA,TIMM50,TBCB,CLIP3,NAPA,ATP1A3,KDELR1,PLA2G4C,PPP2R1A,COPE,KXD1,NUDT1,AP1S1,NRF1,MRPL32,RHEB,MYL7,EDF1,ACTA2,RAB5C,RAB34,LPXN,CHKA,MVK,PRMT8,HMGCS1,APBB3,HMGCR,BNIP1,SLC30A3,CHST10,BCL9,MRPL37,PRDM2,APH1A,DENND1A,ALG5,EXOSC8,HPCA,SV2C,HS3ST2,ZMIZ2,CHPF,SOX4,NT5C,MSTO1,NRSN2,LAMP5,ITPA,CITED1,ST3GAL3,CFP,FGFRL1,FBXL12,EPS15L1,PKMYT1,STRIP2,CHAC1,AANAT,SYT5,APOE,TOMM40,OLFM1,CHMP2A,RHPN2,RRP8,PEMT,MPRIP,RRAS2,C14ORF1,THUMPD3,ACP2,FADS2,TTLL4,SERPINE2,COG3,SPRY2,GAD2,TXN,TOR1A,ST6GALNAC4,CDK5RAP2,DPM2,CENPO,PPCDC,MAPK8IP3,SNRPF,SDSL,MMAB,CYP11A1,CELF6,SEC11A,RANBP10,KIF2C,ALDH9A1,MPC2,TMCO1,PFDN2,MRPL9,OAZ3,ACTA1,PSEN2,ST6GAL2,MARCH4,CRHBP,CXCL14,PCYOX1L,ANO7,CHST7,EBP,NSDHL,CETN2,RPL10,ATP6V1B2,LRSAM1,PDSS1,TUT1,DUSP15,DOC2A,TIMM8B,EXT2,CCDC3,ADAM17,GABRA2,CMIP,DNAAF1,TCEB1,VOPP1,ZFYVE27,TRIM74,ELMO1,PTDSS1,GHRL,SYN2,CPT2,DRC1,PEX10,C21ORF59,ACTC1,ALDH4A1,ATP6V0D1,NPR2,ATAD3B,NDUFV3,G6PD,AGPAT3,S100A1,FLAD1,RPL8,ACOX1,CCDC78,SLC25A45,AKR7A3,SDC3,PEF1,HAAO,MRPL55,DHX57,RNF25,PMPCA,AK8,NSMF,PSMC3,TRMT61A,FAM96B,SLC27A4,DUS2L,RAB4B,ECI1,KCTD5,SLC3A2,GLYCTK,ING2,TMEM223,NDUFS5,CCDC8,SPNS1,SPATA24,TSNARE1,CAMTA1,SCG2,ALG14,C2CD2L,CES2,LCLAT1,CCDC106,PHOSPHO1,PIFO,SLC16A11,GOLT1A,RIN1,YIF1A,CNIH2,SPSB4,PARL,DOLK,PCSK1,AURKAIP1,B3GALT6,CHMP6,ACOT4,POLR2L,UBE2N,PDE4DIP,EXOSC4,IGSF22,FARSA,ALOXE3,TMEM86B,MYLPF,SSR4,TRAPPC5,PENK,GPR135,COA4,IDH2,WBP2NL,RUVBL2,PSMG1,MRPL54,UPP1,EIF3C,TXNRD2,SEPT9,NDUFA6,DRG1,ATP6V0C,AGBL4,SAPCD2,TOR3A,KIF24,NANOS3,RILPL1,WNT7B,MAPK12,S100A13,MAOA,S100A14,ALG1L,SEMA4A,NUDT11,FLNA,AP2A1,SLC6A17,SLC22A4,ADARB1,ENTPD6,ELOVL2,SPRED2,IPO9,MSRB1,OXCT2,APRT,FANK1,GDI1,AGPAT1,NEU1,PSENEN,LAT,DDAH2,TM6SF2,PAM16,OST4,HLA-DOB,ARPC4,PLEKHO2,EIF6,MRPL20,DECR2,PDCD6,BRK1,CUX1,IKBKG",1.41169016510702
"3","pink",TRUE,0.0425,3550,621,166,0.267,0.047,"GO:0012505","CC",2,"endomembrane system",1,"DPM1,MAD1L1,M6PR,RHBDD2,ALDH3B1,STARD3NL,MAMLD1,AGPAT4,B4GALT7,ATP6V0A1,RTN4R,PTPRN,F7,VMP1,RPL18,REEP1,OSBPL3,RDH11,PRKACA,MRVI1,NUP37,ACTN2,OSBPL6,PGM1,CHGB,BRAP,LAMB1,TMED1,STX1B,TBC1D10A,RAB36,CYB5R3,AP1B1,SLC8A3,EMC9,DNAJC5,TM9SF4,SYNDIG1,APMAP,EMD,OLFM4,NUTF2,COTL1,PIEZO1,LAPTM4B,CLIP3,ATP1A3,KDELR1,PLA2G4C,COPE,AP1S1,RAB5C,RAB34,HMGCR,BNIP1,SLC30A3,CHST10,BCL9,PRDM2,APH1A,NENF,ALG5,SV2C,HS3ST2,CHPF,NRSN2,LAMP5,ST3GAL3,CFP,FGFRL1,PKMYT1,CHAC1,SYT5,APOE,OLFM1,CHMP2A,PEMT,RRAS2,C14ORF1,FADS2,SERPINE2,COG3,TOR1A,ST6GALNAC4,CDK5RAP2,DPM2,MAPK8IP3,SEC11A,TMCO1,PSEN2,ST6GAL2,MARCH4,CRHBP,CXCL14,PCYOX1L,MLIP,ANO7,CHST7,EBP,NSDHL,RPL10,DOC2A,EXT2,CCDC3,GABRA2,VOPP1,ZFYVE27,PTDSS1,GHRL,SYN2,ATP6V0D1,ATAD3B,AGPAT3,S100A1,CCDC78,SDC3,PEF1,NSMF,PSMC3,SLC27A4,RAB4B,GLYCTK,ING2,ADRA1B,TSNARE1,SCG2,ALG14,C2CD2L,CES2,LCLAT1,PIFO,SLC16A11,GOLT1A,YIF1A,CNIH2,DOLK,PCSK1,B3GALT6,CHMP6,PDE4DIP,FAM156B,TMEM86B,SSR4,PENK,GPR135,PSMG1,ATP6V0C,AGBL4,TOR3A,WNT7B,ALG1L,AP2A1,SLC6A17,ENTPD6,ELOVL2,IPO9,APRT,AGPAT1,NEU1,PSENEN,LAT,TM6SF2,OST4,PLEKHO2,PDCD6,CUX1",2.32780177646244
"4","pink",TRUE,0.00786,1297,263,72,0.274,0.056,"KEGG:01100","keg",1,"Metabolic pathways",1,"DPM1,ALDH3B1,AGPAT4,B4GALT7,ATP6V0A1,TRIT1,RDH11,ENO1,PGM1,ACOX3,NANS,GSS,PLD3,PLA2G4C,CHKA,MVK,HMGCS1,HMGCR,CHST10,ALG5,CHPF,NT5C,ITPA,ST3GAL3,CHAC1,AANAT,PCBD2,PEMT,ACP2,GAD2,ST6GALNAC4,DPM2,PPCDC,SDSL,MMAB,CYP11A1,ALDH9A1,ST6GAL2,PLA2G7,EBP,NSDHL,ATP6V1B2,EXT2,PTDSS1,ALDH4A1,ATP6V0D1,NDUFV3,G6PD,AGPAT3,FLAD1,ACOX1,HAAO,AK8,GLYCTK,NDUFS5,ALG14,LCLAT1,PHOSPHO1,GALNTL6,DOLK,B3GALT6,ACOT4,POLR2L,IDH2,UPP1,NDUFA6,ATP6V0C,MAOA,ELOVL2,APRT,AGPAT1,ASPDH",NA
"5","tan",TRUE,0.0109,6,402,4,0.01,0.667,"GO:0002291","BP",5,"T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell",1,"ITGAL,HAVCR2,LGALS9,HLA-DMB",10.0343184270418
"6","tan",TRUE,0.0397,9867,402,264,0.657,0.027,"GO:0065007","BP",6,"biological regulation",1,"SKAP2,ITGAL,GGCT,SCIN,CD4,BTK,TYROBP,WAS,CD74,GRN,ARHGAP31,NSMAF,CYBA,KCNQ1,EIF2AK2,CASP8,GNAI3,SP100,PRR11,EVC,ARHGAP15,KCNN2,PTPRC,LAT2,AAMDC,ARHGAP28,OAS1,FXYD5,ARHGAP4,PTGS1,BLNK,TREM2,NCF4,NFATC2,CTSZ,SAMHD1,TNFSF13B,PYCARD,RIPK2,NBN,GSDMD,SH2D4A,MAP4K1,CD37,LYL1,RASAL3,SIGLEC8,CD33,ZC3HAV1,PRKAG2,TRIM14,DOCK8,DDX58,LGALS3BP,DHX58,ABI3,FAM20A,CTSC,UNC93B1,IL10RA,CLEC2B,ARPC3,OAS3,OAS2,PTPN6,TRIM38,DPYSL3,CD86,CBLB,IFIH1,STAT1,FBXO6,ID3,DPH5,TGIF2,TJP2,NPC2,IFIT3,IFIT2,GNA13,TRIM25,TNFSF10,FAM213A,PRDX4,TSFM,NCKAP1L,DBH,NMI,SLPI,XPO5,ABCC4,BMP4,MED1,C3,CANX,FGD3,BAIAP2L2,IRF5,RHBDF2,BST2,C19ORF66,GFAP,TRIM21,TRIM5,TRIM22,XAF1,CHRM3,PRAM1,RSAD2,DOCK2,HAVCR2,DTX1,CD164,CNPY3,DDX60,CASP1,NUSAP1,PLCB2,PARP9,HERC5,GLIPR1,ITGB7,RB1,PSTPIP1,IGSF6,IRF8,GNAL,PIK3R5,TBCD,VAV1,SLC2A5,FCGR2A,OSR1,ANKRD53,CDCA7,LHFPL2,FGD2,AK3,RGS10,FCGR1A,HNMT,IL18,KCNK13,DCLRE1C,TRIM36,IFIT5,GGPS1,LY96,PIK3AP1,FZD7,TMBIM4,DRAM2,CCT8,TDRD9,MX1,TSPAN33,C1QC,RUNX1,ARHGAP27,HK2,ACE,CTBP1,VMA21,ADAR,HPGDS,MSX1,TNFAIP8L2,MNDA,IFI16,CCR1,DTX3L,PTTG1,TNFRSF11B,SYK,CYBB,CCT2,B2M,PEX11A,RAB8A,TMIGD2,CD300A,TMC8,ULK4,IRF2,CX3CR1,MLKL,LGALS9,P2RY12,CHRNA5,STAT2,GPR34,RGS19,HDAC3,C3AR1,IL16,EVC2,HPSE,PARP14,C1QB,C1QA,NABP1,RNF213,TLR10,TLR1,TBC1D10C,RMI2,ZC3H12D,GPR35,PARP10,C3ORF38,HCLS1,PRF1,RNF135,P2RY13,UBA7,CSF1R,RPS17,TMEM119,MX2,NPB,LPAR5,USP18,IRF7,ZFP36L1,IFIT1,IKZF1,EVI2B,IFITM1,AIDA,TRDN,LILRB4,ISG15,MCRS1,SELL,SF3B3,TLR7,SPN,ENPP1,ZNF121,FCGR3A,HLA-DRA,CARD16,AIF1,LST1,MT1H,CNEP1R1,TMSB4X,LTB4R,IRF9,MYCBP,ZNF630,PGBD3,PATL2,CYP21A2,GPX1,APOC2,HYPK,HLA-DMB,LEFTY1,APOBEC3C,TRIM34,TXNIP,APOC4,ADORA3",0.922767614229436
"7","tan",TRUE,0.0366,2040,402,75,0.187,0.037,"GO:0065009","BP",6,"regulation of molecular function",2,"CD4,BTK,CD74,EIF2AK2,CASP8,GNAI3,SP100,PTPRC,FXYD5,CTSZ,PYCARD,RIPK2,NBN,SH2D4A,MAP4K1,PRKAG2,TRIM14,DOCK8,DDX58,OAS3,TRIM38,CBLB,ID3,IFIT2,GNA13,TRIM25,TNFSF10,NCKAP1L,SLPI,BMP4,MED1,FGD3,TRIM21,TRIM5,TRIM22,HAVCR2,CASP1,PLCB2,PARP9,HERC5,RB1,PIK3R5,VAV1,OSR1,FGD2,RGS10,IL18,ARHGAP27,ACE,VMA21,ADAR,IFI16,DTX3L,SYK,CCT2,B2M,CD300A,TMC8,CX3CR1,LGALS9,P2RY12,TBC1D10C,GPR35,PARP10,HCLS1,CSF1R,IFIT1,AIDA,TRDN,CARD16,TMSB4X,GPX1,APOC2,TRIM34,ADORA3",3.34058179159684
"8","tan",TRUE,0.00189,358,402,25,0.062,0.07,"GO:0051090","BP",6,"regulation of DNA-binding transcription factor activity",3,"BTK,EIF2AK2,SP100,PYCARD,RIPK2,TRIM14,DDX58,TRIM38,ID3,TRIM25,TRIM21,TRIM5,TRIM22,HAVCR2,RB1,IL18,SYK,CX3CR1,LGALS9,PARP10,HCLS1,CARD16,TMSB4X,TRIM34,ADORA3",5.74385898589338
"9","tan",TRUE,6.39e-38,2441,402,163,0.405,0.067,"GO:0002376","BP",6,"immune system process",1,"SKAP2,ITGAL,SCIN,PSMB1,CD4,BTK,TYROBP,WAS,CD74,RNASET2,GRN,CYBA,EIF2AK2,CASP8,SP100,PTPRC,AGBL5,LAT2,OAS1,BLNK,TREM2,NCF4,NFATC2,CTSZ,SAMHD1,TNFSF13B,PYCARD,ATP8B4,RIPK2,GSDMD,LYL1,RASAL3,CD33,TRIM14,DOCK8,DDX58,DHX58,CTSC,UNC93B1,CLEC2B,SELPLG,ARPC3,OAS3,OAS2,PTPN6,BTN3A3,TRIM38,CD86,IFIH1,STAT1,GNLY,RAB32,NPC2,IFIT3,IFIT2,TRIM25,FAM213A,PRDX4,NCKAP1L,SLPI,BMP4,MED1,C3,CANX,FGL2,IRF5,BST2,C19ORF66,TRIM21,TRIM5,TRIM22,XAF1,RSAD2,DOCK2,HAVCR2,CD164,RTP4,CNPY3,DDX60,CASP1,IFI44L,PARP9,HERC5,GLIPR1,ITGB7,IGSF6,IRF8,VAV1,SLC2A5,FCGR2A,PLAC8,FCGR1A,IL18,IFIT5,LY96,PIK3AP1,CCT8,MX1,C1QC,RUNX1,ACE,ADAR,TNFAIP8L2,MNDA,IFI16,CCR1,DTX3L,LEAP2,BRI3,TNFRSF11B,SYK,CYBB,CCT2,B2M,TMIGD2,CD300A,IRF2,CX3CR1,LGALS9,PGM2,P2RY12,RNASE2,RNASE3,RNASE6,STAT2,C3AR1,IL16,HPSE,PARP14,C1QB,C1QA,TLR10,TLR1,TBC1D10C,HCLS1,PRF1,RNF135,CSF1R,RPS17,MX2,USP18,IRF7,ZFP36L1,IFIT1,IKZF1,EVI2B,IFITM1,LILRB4,ISG15,SELL,TLR7,SPN,FCGR3A,HLA-DMA,HLA-DRA,AIF1,LST1,GPSM3,LTB4R,IRF9,HLA-DMB,ANKHD1-EIF4EBP3,TRIM34",2.79342981270393
"10","tan",TRUE,2.04e-25,1054,402,90,0.224,0.085,"GO:0002252","BP",6,"immune effector process",2,"ITGAL,PSMB1,BTK,TYROBP,WAS,CD74,RNASET2,GRN,CYBA,PTPRC,AGBL5,CTSZ,SAMHD1,PYCARD,ATP8B4,GSDMD,CD33,DDX58,DHX58,CTSC,ARPC3,OAS3,OAS2,PTPN6,BTN3A3,CD86,IFIH1,STAT1,NPC2,IFIT3,IFIT2,PRDX4,NCKAP1L,SLPI,C3,FGL2,BST2,C19ORF66,TRIM5,RSAD2,DOCK2,HAVCR2,RTP4,DDX60,IFI44L,PARP9,HERC5,GLIPR1,VAV1,SLC2A5,FCGR2A,PLAC8,FCGR1A,IL18,IFIT5,CCT8,MX1,C1QC,ACE,MNDA,IFI16,DTX3L,BRI3,SYK,CYBB,CCT2,B2M,CD300A,IRF2,LGALS9,PGM2,RNASE2,RNASE3,RNASE6,STAT2,C3AR1,HPSE,C1QB,C1QA,TBC1D10C,PRF1,MX2,IRF7,IFIT1,ISG15,SELL,TLR7,SPN,FCGR3A,HLA-DMB",4.69437938580291
