"","query.number","significant","p.value","term.size","query.size","overlap.size","precision","recall","term.id","domain","subgraph.number","term.name","relative.depth","intersection","IC"
"1","saddlebrown",TRUE,0.0175,97,187,10,0.053,0.103,"KEGG:00564","keg",1,"Glycerophospholipid metabolism",1,"AGPAT4,PLA2G4C,CHKA,PEMT,AGPAT5,AGPAT3,GPD1,JMJD7-PLA2G4B,PCYT2,AGPAT1",NA
"2","saddlebrown",TRUE,0.0355,25,187,5,0.027,0.2,"KEGG:00592","keg",4,"alpha-Linolenic acid metabolism",1,"ACAA1,ACOX3,PLA2G4C,FADS2,JMJD7-PLA2G4B",NA
"3","saddlebrown",TRUE,0.0244,1297,187,53,0.283,0.041,"KEGG:01100","keg",3,"Metabolic pathways",1,"AGPAT4,ACAA1,PIGB,ACOX3,COMT,GSS,PLA2G4C,PTGDS,CHKA,MVK,CTH,NT5C,ASL,TST,AANAT,PDHA1,PEMT,ACP2,GAD2,FPGS,PPCDC,SDSL,MMAB,RDH16,ALDH9A1,PYCR2,ST6GAL2,PLA2G7,TM7SF2,AGPAT5,HKDC1,ALDH4A1,NDUFV3,AGPAT3,HAAO,ALDH1A1,GPT,NDUFS5,JMJD7-PLA2G4B,GUSB,ATP6V0E2,ALG14,HYI,SGSH,IDH2,PCYT2,ATP6V0C,MAOA,ELOVL2,APRT,HSD17B8,AGPAT1,ACY1",NA
"4","saddlebrown",TRUE,0.0245,2087,308,89,0.289,0.043,"REAC:R-HSA-1430728","rea",2,"Metabolism",1,"PON1,ABCC8,ARSD,AGPAT4,ACAA1,MED29,GPC1,PSME4,OSBPL3,CA12,ME2,ACOX3,HSD17B14,COMT,NUBP2,CYP2D6,CYB5R3,CPNE6,GSS,ABCD1,BCKDK,ERCC2,PLA2G4C,PPP2R1A,PTGDS,CHKA,MVK,RBP1,DARS,CTH,SDC4,NT5C,ASL,TST,AANAT,SYT5,APOE,PDHA1,SLC6A11,EEFSEC,ACY3,PEMT,FADS2,TXN,FPGS,PPCDC,SDSL,MMAB,ALDH9A1,PYCR2,CHST7,RPL10,ADHFE1,TM7SF2,AGPAT5,CPT2,ALDH4A1,NDUFV3,AGPAT3,AKR7A3,SDC3,HAAO,ENPP6,ALDH1A1,CA4,GPD1,GPT,SLC3A2,MFSD2A,NDUFS5,GUSB,BSG,CES2,ACAD9,TMEM86B,DHTKD1,SGSH,IDH2,SLC25A10,PCYT2,MAOA,SULT1A2,ELOVL2,OXCT2,APRT,HSD17B8,AGPAT1,DECR2,ACY1",NA
"5","pink",TRUE,0.0346,94,105,7,0.067,0.074,"KEGG:05032","keg",1,"Morphine addiction",1,"PDE1B,GABBR2,KCNJ6,GNGT2,ADRBK1,PDE2A,GRK6",NA
"6","pink",TRUE,0.0493,99,161,8,0.05,0.081,"REAC:R-HSA-1296071","rea",2,"Potassium Channels",1,"HCN2,KCNQ4,KCNS1,GABBR2,KCNJ6,GNGT2,KCNK9,KCNK3",NA
"7","orange",TRUE,0.00032,1194,272,43,0.158,0.036,"GO:0007267","BP",7,"cell-cell signaling",1,"HECW1,AP2B1,PKP2,RASGRF1,TACR2,RFX3,MAPK1,SYNGR1,NTSR1,CBLN1,RAB11FIP2,GABRG2,WNT5A,EPHA4,SLC12A5,YWHAH,CHRM3,ANKRD6,STXBP1,CNTN4,GLRA3,NLGN4X,SYTL5,CACNA1B,DLG2,CACNA2D1,PRKCA,GRIA1,SYN2,SHANK2,BSN,BTRC,STXBP4,AKAP5,GPR88,RELN,GRM7,CACNA1E,CALM1,TMEM170B,VAMP2,PCDHGA11,DOC2B",4.22868157605703
"8","orange",TRUE,2.01e-08,412,272,29,0.107,0.07,"GO:0099536","BP",7,"synaptic signaling",2,"RASGRF1,TACR2,MAPK1,SYNGR1,NTSR1,CBLN1,GABRG2,EPHA4,SLC12A5,YWHAH,CHRM3,STXBP1,CNTN4,GLRA3,NLGN4X,SYTL5,CACNA1B,DLG2,GRIA1,SYN2,SHANK2,BSN,AKAP5,GPR88,RELN,GRM7,CACNA1E,VAMP2,DOC2B",NA
"9","orange",TRUE,2.01e-08,412,272,29,0.107,0.07,"GO:0099537","BP",7,"trans-synaptic signaling",3,"RASGRF1,TACR2,MAPK1,SYNGR1,NTSR1,CBLN1,GABRG2,EPHA4,SLC12A5,YWHAH,CHRM3,STXBP1,CNTN4,GLRA3,NLGN4X,SYTL5,CACNA1B,DLG2,GRIA1,SYN2,SHANK2,BSN,AKAP5,GPR88,RELN,GRM7,CACNA1E,VAMP2,DOC2B",NA
"10","orange",TRUE,1.89e-08,411,272,29,0.107,0.071,"GO:0098916","BP",7,"anterograde trans-synaptic signaling",4,"RASGRF1,TACR2,MAPK1,SYNGR1,NTSR1,CBLN1,GABRG2,EPHA4,SLC12A5,YWHAH,CHRM3,STXBP1,CNTN4,GLRA3,NLGN4X,SYTL5,CACNA1B,DLG2,GRIA1,SYN2,SHANK2,BSN,AKAP5,GPR88,RELN,GRM7,CACNA1E,VAMP2,DOC2B",NA
"11","orange",TRUE,1.89e-08,411,272,29,0.107,0.071,"GO:0007268","BP",7,"chemical synaptic transmission",5,"RASGRF1,TACR2,MAPK1,SYNGR1,NTSR1,CBLN1,GABRG2,EPHA4,SLC12A5,YWHAH,CHRM3,STXBP1,CNTN4,GLRA3,NLGN4X,SYTL5,CACNA1B,DLG2,GRIA1,SYN2,SHANK2,BSN,AKAP5,GPR88,RELN,GRM7,CACNA1E,VAMP2,DOC2B",4.72522598732577
"12","orange",TRUE,0.0318,170,272,12,0.044,0.071,"GO:0099177","BP",7,"regulation of trans-synaptic signaling",4,"RASGRF1,SYNGR1,CBLN1,EPHA4,YWHAH,STXBP1,CNTN4,NLGN4X,SHANK2,RELN,GRM7,VAMP2",NA
"13","orange",TRUE,0.03,169,272,12,0.044,0.071,"GO:0050804","BP",7,"modulation of chemical synaptic transmission",5,"RASGRF1,SYNGR1,CBLN1,EPHA4,YWHAH,STXBP1,CNTN4,NLGN4X,SHANK2,RELN,GRM7,VAMP2",5.78820697634769
"14","orange",TRUE,0.0227,89,272,9,0.033,0.101,"GO:0048167","BP",7,"regulation of synaptic plasticity",1,"RASGRF1,SYNGR1,CBLN1,EPHA4,YWHAH,CNTN4,SHANK2,RELN,VAMP2",6.71409010791328
"15","orange",TRUE,7.79e-05,239,272,18,0.066,0.075,"GO:1990351","CC",5,"transporter complex",1,"KCNH2,KCNH4,PEX12,KCNH1,GLRA3,CACNA1B,HTR3B,DLG2,GRIA4,CACNA2D1,GRIA1,SHANK2,CNTNAP2,KCNA2,KCNA4,CACNA1E,CALM1,VAMP2",5.18702202925377
"16","orange",TRUE,0.000283,232,272,17,0.062,0.073,"GO:1902495","CC",5,"transmembrane transporter complex",1,"KCNH2,KCNH4,KCNH1,GLRA3,CACNA1B,HTR3B,DLG2,GRIA4,CACNA2D1,GRIA1,SHANK2,CNTNAP2,KCNA2,KCNA4,CACNA1E,CALM1,VAMP2",5.20541939439349
"17","orange",TRUE,6.59e-05,210,272,17,0.062,0.081,"GO:0034702","CC",5,"ion channel complex",2,"KCNH2,KCNH4,KCNH1,GLRA3,CACNA1B,HTR3B,DLG2,GRIA4,CACNA2D1,GRIA1,SHANK2,CNTNAP2,KCNA2,KCNA4,CACNA1E,CALM1,VAMP2",5.30871896423129
"18","orange",TRUE,0.000262,178,272,15,0.055,0.084,"GO:0034703","CC",5,"cation channel complex",3,"KCNH2,KCNH4,KCNH1,CACNA1B,HTR3B,DLG2,GRIA4,CACNA2D1,GRIA1,CNTNAP2,KCNA2,KCNA4,CACNA1E,CALM1,VAMP2",5.84939755114696
"19","orange",TRUE,0.0126,338,272,18,0.066,0.053,"GO:0045202","CC",2,"synapse",1,"MT3,SYNGR1,CPEB4,EPHA4,PACSIN1,CHRM3,NLGN4X,DLG2,GRIA4,GRIA1,SYN2,SHANK2,BSN,CALB2,KCNA2,GRM7,CPEB1,VAMP2",4.10857701769183
"20","orange",TRUE,0.0483,683,272,26,0.096,0.038,"GO:0097458","CC",4,"neuron part",1,"RASGRF1,MAP2,MT3,SYNGR1,GABRG2,CPEB4,KPNA1,EPHA4,PACSIN1,CNTN4,NLGN4X,DLG2,GRIA4,GRIA1,SYN2,SHANK2,BSN,NSG2,CALB2,CNTNAP2,KCNA2,KCNA4,RELN,GRM7,CPEB1,VAMP2",3.44509493377359
"21","orange",TRUE,0.0127,517,272,23,0.085,0.044,"GO:0043005","CC",4,"neuron projection",2,"RASGRF1,MAP2,GABRG2,CPEB4,KPNA1,EPHA4,PACSIN1,CNTN4,NLGN4X,DLG2,GRIA4,GRIA1,SHANK2,BSN,NSG2,CALB2,CNTNAP2,KCNA2,KCNA4,RELN,GRM7,CPEB1,VAMP2",3.9447303606257
"22","orange",TRUE,0.00186,207,272,15,0.055,0.072,"GO:0097447","CC",4,"dendritic tree",1,"MAP2,GABRG2,CPEB4,KPNA1,EPHA4,NLGN4X,GRIA4,GRIA1,SHANK2,BSN,NSG2,CNTNAP2,KCNA2,RELN,GRM7",11.1376645818415
"23","orange",TRUE,0.00154,204,272,15,0.055,0.074,"GO:0030425","CC",4,"dendrite",2,"MAP2,GABRG2,CPEB4,KPNA1,EPHA4,NLGN4X,GRIA4,GRIA1,SHANK2,BSN,NSG2,CNTNAP2,KCNA2,RELN,GRM7",4.96596398443058
"24","orange",TRUE,0.0109,439,272,21,0.077,0.048,"GO:0098797","CC",6,"plasma membrane protein complex",1,"AP2B1,KCNH2,KCNH4,SGCG,ACVR1C,KCNH1,GLRA3,CACNA1B,HTR3B,MPP7,DLG2,GRIA4,CACNA2D1,PRKCA,GRIA1,SHANK2,CNTNAP2,KCNA2,KCNA4,CACNA1E,VAMP2",4.68246601850137
"25","orange",TRUE,0.0176,40,99,5,0.051,0.125,"KEGG:05033","keg",3,"Nicotine addiction",1,"GABRA4,GABRG2,CACNA1B,GRIA4,GRIA1",NA
"26","orange",TRUE,0.0197,27,163,5,0.031,0.185,"REAC:R-HSA-442742","rea",1,"CREB phosphorylation through the activation of Ras",1,"RASGRF1,MAPK1,RASGRF2,PDPK1,CALM1",NA
"27","orange",TRUE,1.3e-11,365,163,30,0.184,0.082,"REAC:R-HSA-112316","rea",8,"Neuronal System",1,"AP2B1,KCNH2,RASGRF1,KCNH4,MAPK1,GABRA4,RASGRF2,GABRG2,ARHGEF9,STXBP1,PDPK1,KCNH1,GLRA3,NLGN4X,CACNA1B,HTR3B,DLG2,GRIA4,PRKCA,GRIA1,SYN2,SHANK2,LRRTM4,KCNA2,SLITRK4,AKAP5,KCNA4,CACNA1E,CALM1,VAMP2",NA
"28","orange",TRUE,0.0238,88,163,8,0.049,0.091,"REAC:R-HSA-6794362","rea",8,"Protein-protein interactions at synapses",2,"STXBP1,NLGN4X,DLG2,GRIA4,GRIA1,SHANK2,LRRTM4,SLITRK4",NA
"29","orange",TRUE,6.97e-08,222,163,20,0.123,0.09,"REAC:R-HSA-112315","rea",8,"Transmission across Chemical Synapses",2,"AP2B1,RASGRF1,MAPK1,GABRA4,RASGRF2,GABRG2,ARHGEF9,STXBP1,PDPK1,GLRA3,CACNA1B,HTR3B,GRIA4,PRKCA,GRIA1,SYN2,AKAP5,CACNA1E,CALM1,VAMP2",NA
"30","orange",TRUE,4.37e-06,152,163,15,0.092,0.099,"REAC:R-HSA-112314","rea",8,"Neurotransmitter receptors and postsynaptic signal transmission",3,"AP2B1,RASGRF1,MAPK1,GABRA4,RASGRF2,GABRG2,ARHGEF9,PDPK1,GLRA3,HTR3B,GRIA4,PRKCA,GRIA1,AKAP5,CALM1",NA
"31","orange",TRUE,0.0395,31,163,5,0.031,0.161,"REAC:R-HSA-399721","rea",8,"Glutamate binding, activation of AMPA receptors and synaptic plasticity",4,"AP2B1,GRIA4,PRKCA,GRIA1,AKAP5",NA
"32","orange",TRUE,0.0395,31,163,5,0.031,0.161,"REAC:R-HSA-399719","rea",8,"Trafficking of AMPA receptors",5,"AP2B1,GRIA4,PRKCA,GRIA1,AKAP5",NA
"33","orange",TRUE,0.0435,17,163,4,0.025,0.235,"REAC:R-HSA-416993","rea",8,"Trafficking of GluR2-containing AMPA receptors",6,"AP2B1,GRIA4,PRKCA,GRIA1",NA
"34","orange",TRUE,0.000725,39,163,7,0.043,0.179,"REAC:R-HSA-442755","rea",8,"Activation of NMDA receptor and postsynaptic events",4,"RASGRF1,MAPK1,RASGRF2,PDPK1,GRIA4,GRIA1,CALM1",NA
"35","black",TRUE,0.0388,455,530,31,0.058,0.068,"GO:0019941","BP",1,"modification-dependent protein catabolic process",1,"FBXL3,ZRANB1,RANBP3,FBXW11,WAC,RNF8,FBXL4,PCYOX1,SUMO1,TRIM32,WWP1,BTBD3,PRICKLE1,TLK2,RANBP2,RMND5A,UCHL1,RNF111,AMFR,UBQLN4,RCHY1,RNF168,ANAPC16,MAP1A,OTUD7A,UBB,KCTD2,UBE2G2,PCBP2,CEBPA,RNF115",5.05643591941732
"36","black",TRUE,0.0122,1713,530,83,0.157,0.048,"GO:0003700","MF",2,"DNA-binding transcription factor activity",1,"NFYA,FOXN3,MTA3,ZNF112,SMARCE1,RARB,ZNF213,ZNF302,TCF20,ADNP,TSC22D1,ZNF174,SP4,EZH1,HLF,SUPT6H,GLI1,CREBL2,BRD8,SMAD5,ZNF142,MXI1,BHLHE41,ZNF831,TRERF1,ZBTB1,ZNF227,SMARCC2,ZNF740,JDP2,MBD1,SMAD4,RERE,LMO4,ARNT,ZNF157,SSRP1,PHF6,ZNF230,ARHGAP35,CGGBP1,CREBRF,ZHX1,TEF,ZNF91,AR,HIC2,ZNF32,PRDM10,ZNF570,AFF1,PURG,NR1D2,ZNF654,ZNF613,FOXG1,ZBTB34,LCORL,MAF,ZNF852,ZNF664,DDN,SATB1,PPARA,ZNF573,ZNF836,ZBTB44,ZNF775,ZNF605,ZNF33B,ZNF239,ZNF398,ZNF420,ZNF181,ZNF273,PBX2,ZNF891,ZNF879,ZBTB22,CEBPA,ZNF225,ZNF253,ZBTB8B",3.49362235915217
"37","black",TRUE,0.039,1604,530,77,0.145,0.048,"GO:0000981","MF",2,"DNA-binding transcription factor activity, RNA polymerase II-specific",2,"NFYA,FOXN3,MTA3,SMARCE1,RARB,ZNF213,ZNF302,ADNP,TSC22D1,ZNF174,SP4,EZH1,HLF,GLI1,CREBL2,BRD8,SMAD5,ZNF142,MXI1,BHLHE41,ZNF831,TRERF1,ZBTB1,ZNF227,SMARCC2,ZNF740,JDP2,MBD1,SMAD4,RERE,ARNT,ZNF157,SSRP1,PHF6,ZNF230,ARHGAP35,CGGBP1,CREBRF,ZHX1,TEF,ZNF91,AR,HIC2,ZNF32,PRDM10,ZNF570,PURG,NR1D2,ZNF654,ZNF613,FOXG1,ZBTB34,LCORL,MAF,ZNF852,ZNF664,DDN,SATB1,PPARA,ZNF836,ZBTB44,ZNF775,ZNF605,ZNF33B,ZNF239,ZNF398,ZNF420,ZNF181,ZNF273,PBX2,ZNF891,ZNF879,ZBTB22,CEBPA,ZNF225,ZNF253,ZBTB8B",4.21700440089966
"38","magenta",TRUE,0.000941,382,468,29,0.062,0.076,"GO:0022613","BP",3,"ribonucleoprotein complex biogenesis",1,"TSR3,LSG1,NOP16,NOP14,SNRPD3,PES1,ERI1,RPS16,RPS19,SRSF9,RRP9,FCF1,UTP20,AGO2,DKC1,RAN,EIF2S1,RPL13A,SHQ1,LIMD1,LYAR,SRFBP1,RRP1B,NOL9,WDR43,DCAF13,CLP1,NSUN3,DDX47",5.54568205730963
"39","magenta",TRUE,0.00136,243,468,22,0.047,0.091,"GO:0042254","BP",3,"ribosome biogenesis",2,"TSR3,LSG1,NOP16,NOP14,PES1,ERI1,RPS16,RPS19,RRP9,FCF1,UTP20,DKC1,RAN,SHQ1,LYAR,SRFBP1,RRP1B,NOL9,WDR43,DCAF13,NSUN3,DDX47",6.03002014550445
"40","magenta",TRUE,0.005,203,468,19,0.041,0.094,"GO:0016072","BP",3,"rRNA metabolic process",1,"TSR3,NOP14,PES1,ERI1,RPS16,RPS19,RRP9,FCF1,UTP20,DKC1,SHQ1,LYAR,SRFBP1,RRP1B,NOL9,WDR43,DCAF13,NSUN3,DDX47",6.45079948858566
"41","magenta",TRUE,0.000123,287,468,26,0.056,0.091,"GO:0034470","BP",3,"ncRNA processing",1,"TSR3,NOP14,METTL2A,PES1,ERI1,RPS16,RPS19,RRP9,FCF1,UTP20,AGO2,DKC1,CTU1,SHQ1,LYAR,SRFBP1,WDR4,RRP1B,NOL9,WDR43,DCAF13,METTL2B,CLP1,NSUN3,TSEN54,DDX47",5.89383270882181
"42","magenta",TRUE,0.00032,170,468,19,0.041,0.112,"GO:0006364","BP",3,"rRNA processing",2,"TSR3,NOP14,PES1,ERI1,RPS16,RPS19,RRP9,FCF1,UTP20,DKC1,SHQ1,LYAR,SRFBP1,RRP1B,NOL9,WDR43,DCAF13,NSUN3,DDX47",6.53781086557529
"43","magenta",TRUE,0.0208,4986,468,174,0.372,0.035,"GO:0031974","CC",1,"membrane-enclosed lumen",1,"FGR,HS3ST1,TBXA2R,CD79B,RNF216,BRCA1,RUNX3,RAI14,LSG1,NOP16,CBFB,BCL3,MBD3,MARK2,TEAD2,MGLL,RBM7,FGFR1,COL4A4,NOP14,RBBP9,NOS1,BIRC5,PDCD7,DTX2,HNRNPC,RFFL,CDC6,SNRPD3,PES1,PACSIN2,ARSA,BRD1,GINS1,CDC25B,TBL1X,DNAJC3,ARL2BP,CPPED1,RPGRIP1L,ERI1,RPS16,RPS19,GRWD1,CARD8,SHB,UBTF,PHF12,UGDH,SNX15,SRSF9,DSE,ARSB,RRP9,MOB1A,HTRA2,WNT6,FCF1,MYCT1,ELF1,UTP20,DDX54,CENPK,CDK2,AGO2,PEPD,CENPB,KDM5C,ATF4,TEP1,COLGALT1,MED18,DKC1,C12ORF65,RAN,ZMYM5,MORC4,LOXL2,HILPDA,LAMC1,HUS1,ADAMTS7,UGGT1,FAM129B,ANP32B,LLPH,PHLDA1,ESCO1,AKT1,RPL13A,HDGF,C1ORF35,VPS54,SHQ1,LYAR,SETD7,CDKN2A,PAOX,DAB2,BRPF1,ETS2,SKI,ZC3H18,ELK4,RGS12,WDR4,RRP1B,ZBTB7B,SQSTM1,MAML1,LRWD1,MED11,NOL9,GMEB1,REL,IGFBP7,WDR43,SFMBT1,EXO5,ERAP1,COL1A2,FOXK1,DCAF13,NSD1,ABTB2,STAT6,ATG16L2,POLR3D,CHTF8,IL12A,SYAP1,NPAS2,SMAGP,POLH,HINFP,TP53RK,CLP1,GTPBP2,PPP1CA,RELA,CCDC36,AKIRIN1,RPS6KA3,NSUN3,ZBTB42,RCC1,SCRIB,GINS3,TSEN54,MAFF,DDX51,CCDC137,RAD51D,RPS19BP1,PTMA,MTF1,GTF2IRD2,ADH1B,COL27A1,MAML3,FAM114A1,MYO1C,TOR4A,TOP1,HSPA1A,E2F4,DNLZ,DDX47,SH3D21,AP5Z1,MICAL3,EID3,RBM8A,UHRF1",2.31652234550961
"44","magenta",TRUE,0.00819,8082,468,261,0.558,0.032,"GO:0044422","CC",1,"organelle part",1,"FGR,HS3ST1,TBXA2R,CD79B,FMO3,RNF216,BRCA1,SLC25A39,BID,RUNX3,EHD2,FUT8,RAI14,LSG1,NOP16,EML1,CBFB,ATP11A,BCL3,MBD3,MARK2,STK10,TMEM38A,TEAD2,MGLL,SCARF1,FSCN1,RBM7,SLC25A43,FGFR1,COL4A4,CYLD,CTTN,NOP14,GNA11,MAVS,RBBP9,NOS1,BIRC5,PDCD7,DTX2,HNRNPC,WDR76,RFFL,CDC6,TMEM38B,SNRPD3,PES1,MICALL1,PACSIN2,ARSA,BRD1,GINS1,CDC25B,TBL1X,DNAJC3,ARL2BP,MON1B,CPPED1,RPGRIP1L,ERI1,RPS16,RPS19,GRWD1,CARD8,RAB3D,BET1,SNX8,PLOD3,SHB,UBTF,PHF12,TMEM33,BST1,UGDH,SNX15,SRSF9,DSE,ARSB,TBCCD1,PRKAR2A,RRP9,EIF4G1,MOB1A,HTRA2,WNT6,THADA,ECE1,FCF1,SLC17A5,MYCT1,ELF1,UTP20,DDX54,CENPK,CDK2,AGO2,PEPD,NUP85,CENPB,KDM5C,ATF4,EMC4,RAB2B,TEP1,TMEM8A,ABHD17A,COLGALT1,TNNT3,MED18,DKC1,C12ORF65,LATS1,RAN,ZMYM5,MORC4,LOXL2,TMED7,HILPDA,CHST5,LAMC1,HUS1,ADAMTS7,UGGT1,FAM129B,ANP32B,RNF144B,NRM,HAUS2,BCL2L10,TMOD3,LLPH,PHLDA1,NEDD1,TMX1,ESCO1,RAB40B,AKT1,RPL13A,HDGF,C1ORF35,VPS54,RHBDD1,SHQ1,LYAR,SETD7,IQGAP2,CDKN2A,PTGES,PAOX,VTI1A,SAR1B,DAB2,BRPF1,ETS2,SKI,ZC3H18,ELK4,RGS12,WDR4,RRP1B,TRAPPC10,ZBTB7B,SQSTM1,MAML1,LRWD1,MED11,NOL9,GMEB1,REL,ANTXR2,IGFBP7,WDR43,SFMBT1,EXO5,ERAP1,COL1A2,FOXK1,DCAF13,ABCA1,PIGO,ARF6,NSD1,SLC39A13,ABTB2,SGPL1,CYB5A,KIF7,STAT6,TPM4,ATG16L2,POLR3D,CHTF8,IL12A,LETM1,SYAP1,NPAS2,SMAGP,POLH,DSEL,MBOAT1,HINFP,TP53RK,CLP1,GTPBP2,PPP1CA,RELA,MAP3K11,CCDC36,AKIRIN1,PTDSS2,CCDC85B,SSNA1,WDR73,RPS6KA3,ERN1,NSUN3,ZBTB42,MYADM,RCC1,GPR157,SCRIB,YIPF6,GINS3,TSEN54,ACBD3,TMEM173,ATL3,MAFF,DDX51,CCDC137,RAD51D,RPS19BP1,PTMA,MTF1,GTF2IRD2,FUT4,ADH1B,RABL6,COL27A1,MAML3,FUT11,SVIL,FAM114A1,MYO1C,IRAK4,ENTPD7,TOR4A,TOP1,HSPA1A,E2F4,DNLZ,DDX47,SH3D21,AP5Z1,MICAL3,PGAM5,AP5B1,EID3,RBM8A,UHRF1",1.42400670158964
"45","magenta",TRUE,0.0208,4986,468,174,0.372,0.035,"GO:0043233","CC",1,"organelle lumen",2,"FGR,HS3ST1,TBXA2R,CD79B,RNF216,BRCA1,RUNX3,RAI14,LSG1,NOP16,CBFB,BCL3,MBD3,MARK2,TEAD2,MGLL,RBM7,FGFR1,COL4A4,NOP14,RBBP9,NOS1,BIRC5,PDCD7,DTX2,HNRNPC,RFFL,CDC6,SNRPD3,PES1,PACSIN2,ARSA,BRD1,GINS1,CDC25B,TBL1X,DNAJC3,ARL2BP,CPPED1,RPGRIP1L,ERI1,RPS16,RPS19,GRWD1,CARD8,SHB,UBTF,PHF12,UGDH,SNX15,SRSF9,DSE,ARSB,RRP9,MOB1A,HTRA2,WNT6,FCF1,MYCT1,ELF1,UTP20,DDX54,CENPK,CDK2,AGO2,PEPD,CENPB,KDM5C,ATF4,TEP1,COLGALT1,MED18,DKC1,C12ORF65,RAN,ZMYM5,MORC4,LOXL2,HILPDA,LAMC1,HUS1,ADAMTS7,UGGT1,FAM129B,ANP32B,LLPH,PHLDA1,ESCO1,AKT1,RPL13A,HDGF,C1ORF35,VPS54,SHQ1,LYAR,SETD7,CDKN2A,PAOX,DAB2,BRPF1,ETS2,SKI,ZC3H18,ELK4,RGS12,WDR4,RRP1B,ZBTB7B,SQSTM1,MAML1,LRWD1,MED11,NOL9,GMEB1,REL,IGFBP7,WDR43,SFMBT1,EXO5,ERAP1,COL1A2,FOXK1,DCAF13,NSD1,ABTB2,STAT6,ATG16L2,POLR3D,CHTF8,IL12A,SYAP1,NPAS2,SMAGP,POLH,HINFP,TP53RK,CLP1,GTPBP2,PPP1CA,RELA,CCDC36,AKIRIN1,RPS6KA3,NSUN3,ZBTB42,RCC1,SCRIB,GINS3,TSEN54,MAFF,DDX51,CCDC137,RAD51D,RPS19BP1,PTMA,MTF1,GTF2IRD2,ADH1B,COL27A1,MAML3,FAM114A1,MYO1C,TOR4A,TOP1,HSPA1A,E2F4,DNLZ,DDX47,SH3D21,AP5Z1,MICAL3,EID3,RBM8A,UHRF1",2.32959442707696
