"","query.number","significant","p.value","term.size","query.size","overlap.size","precision","recall","term.id","domain","subgraph.number","term.name","relative.depth","intersection","IC"
"1","green",TRUE,0.0336,569,545,37,0.068,0.065,"GO:0007017","BP",4,"microtubule-based process",1,"DNAH9,ZNF207,PARP3,NAV3,PIBF1,KIF9,HDAC6,SPG11,TUBGCP2,TUBG1,PSRC1,BLOC1S1,ODF2,KIF12,ATAT1,IFT172,TRIM54,TBCD,EML4,CETN2,SPC25,DNAAF1,WDR19,STARD9,RSPH1,TRIM46,TTC21A,CNTROB,DNHD1,CIB1,DYNC2H1,KIF19,OPA1,PRC1,DCTN1,HAUS7,TTLL3",4.90540639202114
"2","green",TRUE,0.0294,6,545,4,0.007,0.667,"GO:0006627","BP",6,"protein processing involved in protein targeting to mitochondrion",1,"MIPEP,UQCRC2,PMPCA,IMMP2L",10.2166399838357
"3","green",TRUE,0.0292,116,545,14,0.026,0.121,"GO:0009451","BP",5,"RNA modification",1,"TFB1M,NSUN2,TRIT1,TRMU,TRMT1,THUMPD3,NAT10,PARN,TRMT44,PUS10,METTL3,PUS1,QTRT1,NSUN6",6.87025083866856
"4","green",TRUE,0.00291,58,545,11,0.02,0.19,"GO:0006400","BP",5,"tRNA modification",2,"NSUN2,TRIT1,TRMU,TRMT1,THUMPD3,NAT10,TRMT44,PUS10,PUS1,QTRT1,NSUN6",7.69894351122473
"5","green",TRUE,0.009,760,545,47,0.086,0.062,"GO:0006396","BP",2,"RNA processing",1,"LAS1L,POLR2J,LUC7L,PTBP1,TFB1M,NSUN2,TRIT1,THOC1,SF3B2,POLR2E,TRMU,DHX35,ERCC2,TRMT1,PPP2R1A,SUGP1,UTP6,LUC7L3,DDX25,PRPF19,PRPF40B,WDR75,THOC2,SYMPK,SNRPA1,THUMPD3,RBMX2,NAT10,DDX56,IMP4,BUD13,PARN,INTS4,TRMT44,SUPV3L1,SNRNP25,PUS10,PCF11,METTL3,PUS1,DDX41,TBL3,NOC4L,DDX39B,QTRT1,GTF2H4,NSUN6",4.43281480150599
"6","green",TRUE,0.00203,11197,545,395,0.725,0.035,"GO:0043226","CC",1,"organelle",1,"LAS1L,ARF5,POLDIP2,HSPB6,POLR2J,IBTK,DNAH9,RHBDF1,LUC7L,ZNF207,PTBP1,SEMA3B,UFL1,POLA2,CAPN1,NCAPH2,AGPAT4,MIPEP,TFB1M,NSUN2,PARP3,TRIT1,VPS13D,TTC17,ENTPD2,RPL18,NAV3,IDH3G,WIPI1,ACADVL,AP1M1,ACAT1,SEC31B,MCM6,TRAF4,ICAM3,TULP3,THOC1,SLC35C2,ZNF506,PIBF1,COL16A1,SF3B2,ALG6,COQ9,KIF9,ANAPC5,SUPT16H,TINF2,HDAC6,CDC23,STX1B,POLR2E,POLRMT,IZUMO4,P2RX6,PPIL2,GCAT,HMGXB4,ARSA,RPL3,TAB1,TRMU,MTHFD1,TELO2,CPNE6,CHD8,EMC9,REC8,TM9SF4,DHX35,PGRMC1,RHOXF1,WDR13,NAA10,UGGT2,CLN5,CENPT,VAC14,TSC2,PIEZO1,SPG11,ERCC2,TRMT1,SLC1A6,LIG1,PPP2R1A,SUGP1,ATP13A1,MYL7,AK1,EDF1,PITRM1,RPL28,CDK5RAP3,RECQL5,CAMTA2,SMARCD2,B9D1,UTP6,LUC7L3,ALDOC,RAB34,DCUN1D4,DDX25,FOXRED1,PRPF19,PRPF40B,MVK,RAD51AP1,ZNF451,HARS2,APBB3,FAM162A,ABHD14B,REEP6,PCSK4,INO80B,WDR75,COX7A2L,ALMS1,CTH,AKR1A1,FAAH,COQ6,SUPT7L,ZNF706,CRY2,ANXA11,CHPF,DNPEP,SDC4,SLC2A4RG,THOC2,SYMPK,NRSN2,NECAB3,CAPNS1,PRMT1,TMEM175,CHTF18,VPREB3,SUMF2,CDC16,DDA1,RTN4IP1,NDUFA10,TUBGCP2,HBZ,ANGPTL6,TUBG1,PDHA1,SNRPA1,CC2D1A,PTCD3,ILKAP,SERPINF1,EIF5A,RAB25,NASP,MPRIP,WDR74,SFTPD,MED6,THUMPD3,PSRC1,RBMX2,GNL2,ELP2,OSTF1,NAT10,GLS2,RDH5,BLOC1S1,MDM2,PHF11,DDX56,IMP4,ODF2,KLF4,KIF12,GARNL3,DPM2,SPAG8,ATAT1,BUD13,IFT172,TRIM54,CYP2C8,SMARCAL1,APH1B,NDUFA9,MAN2C1,UNC45A,PARN,UQCRC2,ARHGAP17,SGSM2,SCRN2,TBCD,CACNA1A,TRPM2,MTF2,MRPL24,MRPL9,ADAM15,SLC27A3,PYCR2,EML4,ALDH1L1,AMT,PCYOX1L,FAM193B,CCZ1B,CETN2,ADHFE1,SLC39A4,SIGMAR1,MRRF,INTS4,FADS1,TM7SF2,DOC2A,TMEM18,VIPAS39,CCL28,SPC25,ZSCAN1,HNRPDL,SYCP2L,DNAAF1,XPC,ZNF18,MOV10,SUPV3L1,LYZL4,NRG1,DHRS1,WDR19,SLC13A3,NIT1,GART,ALDH4A1,STARD9,ATAD3B,RSPH1,SPATC1L,VPS11,CRTC2,VPS28,RPL8,TMEM143,HCRT,DBF4B,SPC24,LEMD2,TNFSF13,SNRNP25,SYVN1,ZFPL1,SCNN1D,MRPL55,H3F3A,ANKZF1,GNL3,APEH,C9ORF89,PCF11,FAAH2,SOHLH1,SNAPC4,PMPCA,METTL17,METTL3,TAF1D,POLL,TAF10,COG1,SCG5,JSRP1,CORO6,RAB4B,OTUB1,NDUFV1,ABCA3,BSCL2,COPS6,COG7,TMEM223,TCTN2,TMEM129,ASPSCR1,GPS1,GUSB,CNTROB,MGMT,NDUFA3,CCBL1,RHNO1,ZNF540,GTPBP2,RAD9A,RAB37,RPL38,CCS,YIF1A,ATR,DPP7,DEAF1,PUS1,MAN1B1,ST8SIA3,SUMO4,CHID1,ZNF518A,IMPDH2,NDUFAF3,EPM2AIP1,GAK,FAM156B,DNHD1,ZFPM1,TMEM86B,D2HGDH,LDOC1,GAS6,DDX41,UPP1,TBL3,NR2C2AP,CMSS1,SS18L1,CCR10,IMMP2L,NOC4L,UBOX5,CIB1,RAB11B,SFTPA2,PSMD13,PCYT2,CYP4F12,DYNC2H1,EXD3,NHLRC3,S100A13,KIF19,PDLIM7,ARRDC1,SLC25A29,ABCB8,SND1,IPP,ENTPD6,GPAA1,DDX39B,GPATCH3,HMGN2,OPA1,PRC1,PRRC2A,CCHCR1,DCTN1,TRIM13,SDHAF1,NT5M,HMGN1,DENND6B,LCMT1,RNF208,LTC4S,QTRT1,HAUS7,HEXA,GTF2H4,GALT,TTLL3,CPNE1,PRCD,VPS16,AP4M1,CKMT1B,ARPC4,BGLAP,STRC,UBE2V1,BCKDHA,CHCHD10,RTEL1,CORO7,STRADA,AARSD1,IKBKG,TBC1D3,PAGR1",0.760772938189011
"7","green",TRUE,0.0157,10424,545,368,0.675,0.035,"GO:0043227","CC",1,"membrane-bounded organelle",2,"LAS1L,ARF5,POLDIP2,HSPB6,POLR2J,IBTK,RHBDF1,LUC7L,ZNF207,PTBP1,SEMA3B,UFL1,POLA2,CAPN1,NCAPH2,AGPAT4,MIPEP,TFB1M,NSUN2,TRIT1,VPS13D,ENTPD2,RPL18,IDH3G,WIPI1,ACADVL,AP1M1,ACAT1,SEC31B,MCM6,TRAF4,ICAM3,TULP3,THOC1,SLC35C2,ZNF506,PIBF1,COL16A1,SF3B2,ALG6,COQ9,KIF9,ANAPC5,SUPT16H,TINF2,HDAC6,CDC23,STX1B,POLR2E,POLRMT,IZUMO4,P2RX6,PPIL2,GCAT,HMGXB4,ARSA,RPL3,TAB1,TRMU,MTHFD1,TELO2,CPNE6,CHD8,EMC9,REC8,TM9SF4,DHX35,PGRMC1,RHOXF1,WDR13,NAA10,UGGT2,CLN5,CENPT,VAC14,TSC2,PIEZO1,SPG11,ERCC2,TRMT1,LIG1,PPP2R1A,SUGP1,ATP13A1,AK1,EDF1,PITRM1,RPL28,CDK5RAP3,RECQL5,CAMTA2,SMARCD2,UTP6,LUC7L3,ALDOC,RAB34,DCUN1D4,DDX25,FOXRED1,PRPF19,PRPF40B,MVK,RAD51AP1,ZNF451,HARS2,APBB3,FAM162A,ABHD14B,REEP6,PCSK4,INO80B,WDR75,COX7A2L,CTH,AKR1A1,FAAH,COQ6,SUPT7L,ZNF706,CRY2,ANXA11,CHPF,DNPEP,SDC4,SLC2A4RG,THOC2,SYMPK,NRSN2,NECAB3,CAPNS1,PRMT1,TMEM175,CHTF18,VPREB3,SUMF2,CDC16,DDA1,RTN4IP1,NDUFA10,TUBGCP2,HBZ,ANGPTL6,TUBG1,PDHA1,SNRPA1,CC2D1A,PTCD3,ILKAP,SERPINF1,EIF5A,RAB25,NASP,WDR74,SFTPD,MED6,THUMPD3,PSRC1,RBMX2,GNL2,ELP2,OSTF1,NAT10,GLS2,RDH5,BLOC1S1,MDM2,PHF11,DDX56,IMP4,ODF2,KLF4,KIF12,GARNL3,DPM2,SPAG8,ATAT1,BUD13,IFT172,CYP2C8,SMARCAL1,APH1B,NDUFA9,MAN2C1,UNC45A,PARN,UQCRC2,ARHGAP17,SGSM2,SCRN2,CACNA1A,TRPM2,MTF2,MRPL24,MRPL9,ADAM15,SLC27A3,PYCR2,ALDH1L1,AMT,PCYOX1L,FAM193B,CCZ1B,CETN2,ADHFE1,SLC39A4,SIGMAR1,MRRF,INTS4,FADS1,TM7SF2,DOC2A,TMEM18,VIPAS39,CCL28,ZSCAN1,HNRPDL,SYCP2L,DNAAF1,XPC,ZNF18,SUPV3L1,LYZL4,NRG1,DHRS1,WDR19,SLC13A3,NIT1,GART,ALDH4A1,STARD9,ATAD3B,RSPH1,VPS11,CRTC2,VPS28,TMEM143,HCRT,DBF4B,SPC24,LEMD2,TNFSF13,SNRNP25,SYVN1,ZFPL1,MRPL55,H3F3A,ANKZF1,GNL3,APEH,C9ORF89,PCF11,SOHLH1,SNAPC4,PMPCA,METTL17,METTL3,TAF1D,POLL,TAF10,COG1,SCG5,JSRP1,RAB4B,OTUB1,NDUFV1,ABCA3,BSCL2,COPS6,COG7,TMEM223,TCTN2,TMEM129,ASPSCR1,GPS1,GUSB,MGMT,NDUFA3,CCBL1,RHNO1,ZNF540,GTPBP2,RAD9A,RAB37,CCS,YIF1A,ATR,DPP7,DEAF1,PUS1,MAN1B1,ST8SIA3,SUMO4,CHID1,ZNF518A,IMPDH2,NDUFAF3,EPM2AIP1,GAK,FAM156B,DNHD1,ZFPM1,TMEM86B,D2HGDH,LDOC1,GAS6,DDX41,UPP1,TBL3,NR2C2AP,CMSS1,SS18L1,CCR10,IMMP2L,NOC4L,UBOX5,CIB1,RAB11B,SFTPA2,PSMD13,PCYT2,CYP4F12,DYNC2H1,EXD3,NHLRC3,S100A13,PDLIM7,ARRDC1,SLC25A29,ABCB8,SND1,ENTPD6,GPAA1,DDX39B,GPATCH3,HMGN2,OPA1,PRC1,PRRC2A,DCTN1,TRIM13,SDHAF1,NT5M,HMGN1,DENND6B,LCMT1,RNF208,LTC4S,QTRT1,HEXA,GTF2H4,GALT,CPNE1,PRCD,VPS16,AP4M1,CKMT1B,ARPC4,BGLAP,UBE2V1,BCKDHA,CHCHD10,RTEL1,CORO7,STRADA,AARSD1,IKBKG,TBC1D3,PAGR1",0.950314742956453
"8","green",TRUE,0.00258,8082,545,302,0.554,0.037,"GO:0044422","CC",1,"organelle part",1,"LAS1L,POLDIP2,POLR2J,IBTK,DNAH9,RHBDF1,LUC7L,ZNF207,PTBP1,UFL1,POLA2,CAPN1,NCAPH2,AGPAT4,TFB1M,NSUN2,PARP3,TRIT1,RPL18,NAV3,IDH3G,WIPI1,ACADVL,AP1M1,ACAT1,SEC31B,MCM6,TULP3,THOC1,SLC35C2,ZNF506,PIBF1,COL16A1,SF3B2,ALG6,COQ9,KIF9,ANAPC5,SUPT16H,TINF2,HDAC6,CDC23,POLR2E,POLRMT,P2RX6,PPIL2,GCAT,HMGXB4,ARSA,RPL3,TAB1,TRMU,TELO2,CHD8,EMC9,REC8,DHX35,PGRMC1,WDR13,NAA10,UGGT2,CLN5,CENPT,VAC14,SPG11,ERCC2,TRMT1,LIG1,PPP2R1A,SUGP1,ATP13A1,MYL7,EDF1,PITRM1,RPL28,CDK5RAP3,RECQL5,SMARCD2,B9D1,UTP6,LUC7L3,ALDOC,RAB34,DDX25,FOXRED1,PRPF19,PRPF40B,RAD51AP1,HARS2,ABHD14B,PCSK4,INO80B,WDR75,COX7A2L,ALMS1,FAAH,SUPT7L,CRY2,ANXA11,CHPF,SDC4,SLC2A4RG,THOC2,SYMPK,NECAB3,PRMT1,TMEM175,CHTF18,SUMF2,CDC16,DDA1,RTN4IP1,NDUFA10,TUBGCP2,TUBG1,PDHA1,SNRPA1,CC2D1A,PTCD3,ILKAP,EIF5A,NASP,WDR74,SFTPD,MED6,THUMPD3,PSRC1,RBMX2,GNL2,ELP2,OSTF1,NAT10,GLS2,RDH5,BLOC1S1,MDM2,PHF11,DDX56,IMP4,ODF2,KLF4,KIF12,DPM2,ATAT1,BUD13,IFT172,TRIM54,CYP2C8,SMARCAL1,NDUFA9,MAN2C1,UNC45A,PARN,UQCRC2,TBCD,TRPM2,MTF2,MRPL24,MRPL9,PYCR2,AMT,PCYOX1L,FAM193B,CETN2,ADHFE1,SIGMAR1,MRRF,INTS4,FADS1,TM7SF2,DOC2A,TMEM18,SPC25,HNRPDL,SYCP2L,DNAAF1,XPC,SUPV3L1,NRG1,WDR19,ALDH4A1,STARD9,ATAD3B,SPATC1L,VPS11,CRTC2,VPS28,RPL8,DBF4B,SPC24,LEMD2,TNFSF13,SNRNP25,SYVN1,MRPL55,H3F3A,ANKZF1,GNL3,APEH,PCF11,SNAPC4,PMPCA,METTL17,METTL3,TAF1D,POLL,TAF10,COG1,RAB4B,OTUB1,NDUFV1,ABCA3,BSCL2,COPS6,COG7,TCTN2,TMEM129,ASPSCR1,GPS1,GUSB,CNTROB,MGMT,NDUFA3,CCBL1,RHNO1,ZNF540,GTPBP2,RAD9A,RAB37,RPL38,YIF1A,ATR,DPP7,DEAF1,PUS1,MAN1B1,ST8SIA3,CHID1,IMPDH2,NDUFAF3,EPM2AIP1,FAM156B,DNHD1,ZFPM1,TMEM86B,D2HGDH,LDOC1,GAS6,DDX41,UPP1,TBL3,NR2C2AP,SS18L1,IMMP2L,NOC4L,UBOX5,CIB1,RAB11B,SFTPA2,PSMD13,PCYT2,CYP4F12,DYNC2H1,NHLRC3,S100A13,KIF19,SLC25A29,ABCB8,GPAA1,DDX39B,OPA1,PRC1,PRRC2A,CCHCR1,DCTN1,TRIM13,NT5M,HMGN1,LCMT1,RNF208,LTC4S,QTRT1,HAUS7,HEXA,GTF2H4,TTLL3,CPNE1,VPS16,AP4M1,CKMT1B,ARPC4,BGLAP,STRC,UBE2V1,BCKDHA,CHCHD10,RTEL1,CORO7,STRADA,IKBKG,TBC1D3,PAGR1",1.42400670158964
"9","green",TRUE,0.00174,12325,545,427,0.783,0.035,"GO:0005622","CC",1,"intracellular",1,"LAS1L,POLDIP2,HSPB6,POLR2J,IBTK,DNAH9,RHBDF1,LUC7L,ZNF207,PTBP1,SEMA3B,UFL1,POLA2,CAPN1,NCAPH2,AGPAT4,MIPEP,TFB1M,NSUN2,PARP3,TRIT1,PHKA2,FAM160A2,TTC17,TRAF1,RPL18,NAV3,IDH3G,WIPI1,ASNS,ACADVL,AP1M1,SNCB,ACAT1,SEC31B,MCM6,RGS11,TRAF4,ARHGEF1,TULP3,THOC1,SLC35C2,ZNF506,PIBF1,COL16A1,SF3B2,ALG6,COQ9,KIF9,ANAPC5,PCBP4,RNF31,SUPT16H,TINF2,HDAC6,CDC23,DHPS,STX1B,POLR2E,POLRMT,IZUMO4,P2RX6,PPIL2,GCAT,HMGXB4,CHKB,ARSA,RPL3,TAB1,EIF3D,TRMU,MTHFD1,TELO2,CHD8,EMC9,REC8,ARFGAP1,TM9SF4,DHX35,PGRMC1,RHOXF1,WDR13,NAA10,UGGT2,CLN5,CENPT,VAC14,TSC2,NUBP1,PIEZO1,SPG11,STK3,ERCC2,TRMT1,SLC1A6,LIG1,PPP2R1A,KXD1,SUGP1,ATP13A1,MYL7,AK1,EDF1,PITRM1,RPL28,CDK5RAP3,RECQL5,CAMTA2,SMARCD2,B9D1,UTP6,LUC7L3,WSB1,ALDOC,RAB34,DCUN1D4,DDX25,FOXRED1,PRPF19,PRPF40B,MVK,RAD51AP1,ZNF451,HARS2,APBB3,FAM162A,ABHD14B,EIF2B4,REEP6,PCSK4,INO80B,WDR75,COX7A2L,ALMS1,SRM,CTH,AKR1A1,FAAH,COQ6,SUPT7L,PYROXD2,ZNF706,CRY2,ANXA11,CHPF,DNPEP,SDC4,SLC2A4RG,THOC2,SYMPK,RBCK1,NRSN2,NECAB3,CAPNS1,PRMT1,TMEM175,FBXL12,CHTF18,VPREB3,SUMF2,CDC16,DDA1,RTN4IP1,NDUFA10,TUBGCP2,HBZ,TUBG1,PDHA1,SNRPA1,CC2D1A,PTCD3,ILKAP,EIF5A,RAB25,NASP,MPRIP,WDR74,SFTPD,MED6,THUMPD3,PSRC1,RBMX2,GNL2,ELP2,OSTF1,NAT10,GLS2,RDH5,BLOC1S1,MDM2,PHF11,DDX56,IMP4,ODF2,KLF4,KIF12,GARNL3,DPM2,SPAG8,ATAT1,BUD13,IFT172,TRIM54,CYP2C8,SMARCAL1,APH1B,NDUFA9,MAN2C1,UNC45A,PARN,UQCRC2,ARHGAP17,SGSM2,TBCD,CACNA1A,TRPM2,MTF2,MRPL24,MRPL9,SLC27A3,PYCR2,EML4,ALDH1L1,AMT,PCYOX1L,FAM193B,CCZ1B,CETN2,ADHFE1,SLC39A4,SIGMAR1,MRRF,INTS4,FADS1,TM7SF2,DOC2A,TMEM18,VIPAS39,SPC25,ZSCAN1,HNRPDL,SYCP2L,DNAAF1,XPC,ZNF18,MOV10,TRIM74,SUPV3L1,PHKG2,LYZL4,NRG1,DHRS1,WDR19,NIT1,GART,ALDH4A1,STARD9,ATAD3B,RSPH1,SPATC1L,VPS11,CRTC2,VPS28,RPL8,TMEM143,HCRT,DBF4B,SPC24,LEMD2,TNFSF13,SNRNP25,SYVN1,ZFPL1,SCNN1D,MRPL55,H3F3A,ANKZF1,GNL3,APEH,GAPVD1,C9ORF89,PCF11,FAAH2,SOHLH1,SNAPC4,PMPCA,METTL17,METTL3,TAF1D,POLL,TAF10,COG1,SCG5,JSRP1,CORO6,RAB4B,OTUB1,NDUFV1,ABCA3,BSCL2,COPS6,COG7,TMEM223,TMEM129,THBS3,ASPSCR1,GPS1,GUSB,CNTROB,MGMT,NDUFA3,CCBL1,GPHN,RHNO1,ZNF540,GTPBP2,RAD9A,TMEM134,RAB37,RPL38,NADSYN1,CCS,RIN1,GLMN,YIF1A,ATR,DPP7,DEAF1,PUS1,MAN1B1,ST8SIA3,SUMO4,CHID1,ZNF518A,IMPDH2,ALS2CL,NDUFAF3,EPM2AIP1,GAK,FAM156B,DNHD1,ZFPM1,TMEM86B,D2HGDH,TRAPPC5,LDOC1,CNOT10,GAS6,DDX41,UPP1,TBL3,NR2C2AP,CMSS1,SS18L1,CCR10,IMMP2L,NOC4L,UBOX5,CIB1,NRBP2,RAB11B,SFTPA2,LMLN,PSMD13,PCYT2,CYP4F12,DYNC2H1,EXD3,NOXA1,NHLRC3,S100A13,KIF19,PDLIM7,ARRDC1,SLC25A29,ABCB8,SND1,IPP,ENTPD6,GPAA1,DDX39B,GPATCH3,HMGN2,OPA1,PRC1,CAPN8,SKIV2L,PRRC2A,CCHCR1,DCTN1,TRIM13,SDHAF1,PDE7A,NT5M,HMGN1,DENND6B,LCMT1,RNF208,LTC4S,QTRT1,HAUS7,HEXA,GTF2H4,GALT,TTLL3,CPNE1,PRCD,VPS16,AP4M1,PPP1R3E,CKMT1B,NSUN6,ARPC4,BGLAP,EIF4EBP3,NAT6,UBE2V1,BCKDHA,CHCHD10,KRTAP5-9,RTEL1,CORO7,STRADA,AARSD1,IKBKG,TBC1D3,PAGR1",0.535768712823952
"10","green",TRUE,0.000728,12227,545,426,0.782,0.035,"GO:0044424","CC",1,"intracellular part",2,"LAS1L,POLDIP2,HSPB6,POLR2J,IBTK,DNAH9,RHBDF1,LUC7L,ZNF207,PTBP1,SEMA3B,UFL1,POLA2,CAPN1,NCAPH2,AGPAT4,MIPEP,TFB1M,NSUN2,PARP3,TRIT1,PHKA2,FAM160A2,TTC17,TRAF1,RPL18,NAV3,IDH3G,WIPI1,ASNS,ACADVL,AP1M1,SNCB,ACAT1,SEC31B,MCM6,RGS11,TRAF4,ARHGEF1,TULP3,THOC1,SLC35C2,ZNF506,PIBF1,COL16A1,SF3B2,ALG6,COQ9,KIF9,ANAPC5,PCBP4,RNF31,SUPT16H,TINF2,HDAC6,CDC23,DHPS,STX1B,POLR2E,POLRMT,IZUMO4,P2RX6,PPIL2,GCAT,HMGXB4,CHKB,ARSA,RPL3,TAB1,EIF3D,TRMU,MTHFD1,TELO2,CHD8,EMC9,REC8,ARFGAP1,TM9SF4,DHX35,PGRMC1,RHOXF1,WDR13,NAA10,UGGT2,CLN5,CENPT,VAC14,TSC2,NUBP1,PIEZO1,SPG11,STK3,ERCC2,TRMT1,SLC1A6,LIG1,PPP2R1A,KXD1,SUGP1,ATP13A1,MYL7,AK1,EDF1,PITRM1,RPL28,CDK5RAP3,RECQL5,CAMTA2,SMARCD2,B9D1,UTP6,LUC7L3,WSB1,ALDOC,RAB34,DCUN1D4,DDX25,FOXRED1,PRPF19,PRPF40B,MVK,RAD51AP1,ZNF451,HARS2,APBB3,FAM162A,ABHD14B,EIF2B4,REEP6,PCSK4,INO80B,WDR75,COX7A2L,ALMS1,SRM,CTH,AKR1A1,FAAH,COQ6,SUPT7L,ZNF706,CRY2,ANXA11,CHPF,DNPEP,SDC4,SLC2A4RG,THOC2,SYMPK,RBCK1,NRSN2,NECAB3,CAPNS1,PRMT1,TMEM175,FBXL12,CHTF18,VPREB3,SUMF2,CDC16,DDA1,RTN4IP1,NDUFA10,TUBGCP2,HBZ,TUBG1,PDHA1,SNRPA1,CC2D1A,PTCD3,ILKAP,EIF5A,RAB25,NASP,MPRIP,WDR74,SFTPD,MED6,THUMPD3,PSRC1,RBMX2,GNL2,ELP2,OSTF1,NAT10,GLS2,RDH5,BLOC1S1,MDM2,PHF11,DDX56,IMP4,ODF2,KLF4,KIF12,GARNL3,DPM2,SPAG8,ATAT1,BUD13,IFT172,TRIM54,CYP2C8,SMARCAL1,APH1B,NDUFA9,MAN2C1,UNC45A,PARN,UQCRC2,ARHGAP17,SGSM2,TBCD,CACNA1A,TRPM2,MTF2,MRPL24,MRPL9,SLC27A3,PYCR2,EML4,ALDH1L1,AMT,PCYOX1L,FAM193B,CCZ1B,CETN2,ADHFE1,SLC39A4,SIGMAR1,MRRF,INTS4,FADS1,TM7SF2,DOC2A,TMEM18,VIPAS39,SPC25,ZSCAN1,HNRPDL,SYCP2L,DNAAF1,XPC,ZNF18,MOV10,TRIM74,SUPV3L1,PHKG2,LYZL4,NRG1,DHRS1,WDR19,NIT1,GART,ALDH4A1,STARD9,ATAD3B,RSPH1,SPATC1L,VPS11,CRTC2,VPS28,RPL8,TMEM143,HCRT,DBF4B,SPC24,LEMD2,TNFSF13,SNRNP25,SYVN1,ZFPL1,SCNN1D,MRPL55,H3F3A,ANKZF1,GNL3,APEH,GAPVD1,C9ORF89,PCF11,FAAH2,SOHLH1,SNAPC4,PMPCA,METTL17,METTL3,TAF1D,POLL,TAF10,COG1,SCG5,JSRP1,CORO6,RAB4B,OTUB1,NDUFV1,ABCA3,BSCL2,COPS6,COG7,TMEM223,TMEM129,THBS3,ASPSCR1,GPS1,GUSB,CNTROB,MGMT,NDUFA3,CCBL1,GPHN,RHNO1,ZNF540,GTPBP2,RAD9A,TMEM134,RAB37,RPL38,NADSYN1,CCS,RIN1,GLMN,YIF1A,ATR,DPP7,DEAF1,PUS1,MAN1B1,ST8SIA3,SUMO4,CHID1,ZNF518A,IMPDH2,ALS2CL,NDUFAF3,EPM2AIP1,GAK,FAM156B,DNHD1,ZFPM1,TMEM86B,D2HGDH,TRAPPC5,LDOC1,CNOT10,GAS6,DDX41,UPP1,TBL3,NR2C2AP,CMSS1,SS18L1,CCR10,IMMP2L,NOC4L,UBOX5,CIB1,NRBP2,RAB11B,SFTPA2,LMLN,PSMD13,PCYT2,CYP4F12,DYNC2H1,EXD3,NOXA1,NHLRC3,S100A13,KIF19,PDLIM7,ARRDC1,SLC25A29,ABCB8,SND1,IPP,ENTPD6,GPAA1,DDX39B,GPATCH3,HMGN2,OPA1,PRC1,CAPN8,SKIV2L,PRRC2A,CCHCR1,DCTN1,TRIM13,SDHAF1,PDE7A,NT5M,HMGN1,DENND6B,LCMT1,RNF208,LTC4S,QTRT1,HAUS7,HEXA,GTF2H4,GALT,TTLL3,CPNE1,PRCD,VPS16,AP4M1,PPP1R3E,CKMT1B,NSUN6,ARPC4,BGLAP,EIF4EBP3,NAT6,UBE2V1,BCKDHA,CHCHD10,KRTAP5-9,RTEL1,CORO7,STRADA,AARSD1,IKBKG,TBC1D3,PAGR1",0.550802445394251
